year,panel,gram_canonical,total_words,total
1986,3: Species interactions,predation,13255908,3585
1987,3: Species interactions,predation,14598709,4987
1988,3: Species interactions,predation,15573940,5384
1989,3: Species interactions,predation,15966033,5651
1990,3: Species interactions,predation,16534942,5057
1991,3: Species interactions,predation,17585954,5625
1992,3: Species interactions,predation,18582976,6358
1993,3: Species interactions,predation,19158560,6268
1994,3: Species interactions,predation,20273048,6456
1995,3: Species interactions,predation,21582533,5849
1996,3: Species interactions,predation,23433482,7899
1997,3: Species interactions,predation,24142578,8756
1998,3: Species interactions,predation,26454637,9347
1999,3: Species interactions,predation,26387547,9889
2000,3: Species interactions,predation,28146960,9907
2001,3: Species interactions,predation,30114953,10336
2002,3: Species interactions,predation,29304753,11213
2003,3: Species interactions,predation,30981377,10184
2004,3: Species interactions,predation,31953113,12408
2005,3: Species interactions,predation,34738168,9399
2006,3: Species interactions,predation,36837237,9233
2007,3: Species interactions,predation,36641945,9414
2008,3: Species interactions,predation,39330183,5759
2009,3: Species interactions,predation,40377665,6135
2010,3: Species interactions,predation,38030234,4487
2011,3: Species interactions,predation,39815988,4498
1920,4: Theories,cell theory,1238345,19
1922,4: Theories,cell theory,1227253,4
1924,4: Theories,cell theory,1420599,2
1925,4: Theories,cell theory,1665928,1
1926,4: Theories,cell theory,1904958,3
1929,4: Theories,cell theory,1953262,7
1930,4: Theories,cell theory,2111981,2
1932,4: Theories,cell theory,2400513,1
1935,4: Theories,cell theory,2536260,5
1937,4: Theories,cell theory,2976473,6
1938,4: Theories,cell theory,2886297,2
1939,4: Theories,cell theory,2840157,88
1940,4: Theories,cell theory,3000307,39
1941,4: Theories,cell theory,2759525,1
1942,4: Theories,cell theory,2730695,2
1943,4: Theories,cell theory,2367394,14
1944,4: Theories,cell theory,2209069,1
1945,4: Theories,cell theory,2185186,2
1947,4: Theories,cell theory,2615111,1
1948,4: Theories,cell theory,2631628,2
1950,4: Theories,cell theory,3153253,1
1952,4: Theories,cell theory,3139138,3
1953,4: Theories,cell theory,3184772,4
1954,4: Theories,cell theory,3649078,3
1956,4: Theories,cell theory,3699565,2
1957,4: Theories,cell theory,3689751,1
1958,4: Theories,cell theory,3814339,4
1959,4: Theories,cell theory,3621589,6
1960,4: Theories,cell theory,3934513,13
1961,4: Theories,cell theory,4042372,6
1962,4: Theories,cell theory,4017454,2
1964,4: Theories,cell theory,5158453,1
1965,4: Theories,cell theory,5234257,1
1966,4: Theories,cell theory,5493607,2
1967,4: Theories,cell theory,6000525,1
1968,4: Theories,cell theory,6521402,1
1969,4: Theories,cell theory,7381164,1
1970,4: Theories,cell theory,7236804,1
1971,4: Theories,cell theory,7864657,6
1972,4: Theories,cell theory,7915372,1
1973,4: Theories,cell theory,8425604,6
1974,4: Theories,cell theory,8556640,4
1975,4: Theories,cell theory,9162777,1
1977,4: Theories,cell theory,10649032,8
1978,4: Theories,cell theory,10558723,2
1979,4: Theories,cell theory,10786566,3
1980,4: Theories,cell theory,11619305,2
1981,4: Theories,cell theory,12165346,4
1982,4: Theories,cell theory,12314218,1
1984,4: Theories,cell theory,13379542,4
1985,4: Theories,cell theory,14023196,2
1986,4: Theories,cell theory,13255908,20
1987,4: Theories,cell theory,14598709,5
1988,4: Theories,cell theory,15573940,9
1989,4: Theories,cell theory,15966033,2
1990,4: Theories,cell theory,16534942,14
1991,4: Theories,cell theory,17585954,21
1992,4: Theories,cell theory,18582976,1
1993,4: Theories,cell theory,19158560,1
1994,4: Theories,cell theory,20273048,3
1995,4: Theories,cell theory,21582533,35
1996,4: Theories,cell theory,23433482,11
2000,4: Theories,cell theory,28146960,3
2002,4: Theories,cell theory,29304753,1
2004,4: Theories,cell theory,31953113,61
2005,4: Theories,cell theory,34738168,28
2006,4: Theories,cell theory,36837237,6
2007,4: Theories,cell theory,36641945,1
2008,4: Theories,cell theory,39330183,4
2009,4: Theories,cell theory,40377665,1
2010,4: Theories,cell theory,38030234,5
2011,4: Theories,cell theory,39815988,3
1920,4: Theories,climax community,1238345,1
1922,4: Theories,climax community,1227253,3
1923,4: Theories,climax community,1410471,2
1925,4: Theories,climax community,1665928,1
1926,4: Theories,climax community,1904958,1
1928,4: Theories,climax community,1938784,3
1929,4: Theories,climax community,1953262,2
1930,4: Theories,climax community,2111981,7
1931,4: Theories,climax community,2434124,5
1932,4: Theories,climax community,2400513,7
1933,4: Theories,climax community,2136969,5
1934,4: Theories,climax community,2445175,9
1935,4: Theories,climax community,2536260,17
1936,4: Theories,climax community,2751507,52
1937,4: Theories,climax community,2976473,1
1938,4: Theories,climax community,2886297,9
1939,4: Theories,climax community,2840157,4
1940,4: Theories,climax community,3000307,11
1941,4: Theories,climax community,2759525,8
1942,4: Theories,climax community,2730695,8
1943,4: Theories,climax community,2367394,1
1944,4: Theories,climax community,2209069,6
1945,4: Theories,climax community,2185186,5
1946,4: Theories,climax community,2461581,6
1947,4: Theories,climax community,2615111,9
1948,4: Theories,climax community,2631628,3
1949,4: Theories,climax community,2804409,5
1950,4: Theories,climax community,3153253,3
1951,4: Theories,climax community,3011208,11
1952,4: Theories,climax community,3139138,14
1953,4: Theories,climax community,3184772,10
1954,4: Theories,climax community,3649078,7
1955,4: Theories,climax community,3555386,2
1956,4: Theories,climax community,3699565,7
1957,4: Theories,climax community,3689751,1
1958,4: Theories,climax community,3814339,13
1959,4: Theories,climax community,3621589,10
1960,4: Theories,climax community,3934513,4
1961,4: Theories,climax community,4042372,9
1962,4: Theories,climax community,4017454,14
1963,4: Theories,climax community,4556693,7
1964,4: Theories,climax community,5158453,1
1965,4: Theories,climax community,5234257,6
1966,4: Theories,climax community,5493607,1
1967,4: Theories,climax community,6000525,8
1968,4: Theories,climax community,6521402,11
1969,4: Theories,climax community,7381164,8
1970,4: Theories,climax community,7236804,4
1971,4: Theories,climax community,7864657,6
1972,4: Theories,climax community,7915372,10
1973,4: Theories,climax community,8425604,3
1974,4: Theories,climax community,8556640,10
1975,4: Theories,climax community,9162777,5
1976,4: Theories,climax community,9429413,15
1977,4: Theories,climax community,10649032,14
1978,4: Theories,climax community,10558723,6
1979,4: Theories,climax community,10786566,17
1980,4: Theories,climax community,11619305,20
1981,4: Theories,climax community,12165346,10
1982,4: Theories,climax community,12314218,22
1983,4: Theories,climax community,12706096,8
1984,4: Theories,climax community,13379542,14
1985,4: Theories,climax community,14023196,15
1986,4: Theories,climax community,13255908,7
1987,4: Theories,climax community,14598709,6
1988,4: Theories,climax community,15573940,9
1989,4: Theories,climax community,15966033,8
1990,4: Theories,climax community,16534942,12
1991,4: Theories,climax community,17585954,5
1992,4: Theories,climax community,18582976,7
1993,4: Theories,climax community,19158560,15
1994,4: Theories,climax community,20273048,16
1995,4: Theories,climax community,21582533,8
1996,4: Theories,climax community,23433482,13
1997,4: Theories,climax community,24142578,33
1998,4: Theories,climax community,26454637,6
1999,4: Theories,climax community,26387547,9
2000,4: Theories,climax community,28146960,5
2001,4: Theories,climax community,30114953,11
2002,4: Theories,climax community,29304753,11
2003,4: Theories,climax community,30981377,13
2004,4: Theories,climax community,31953113,5
2005,4: Theories,climax community,34738168,5
2006,4: Theories,climax community,36837237,4
2007,4: Theories,climax community,36641945,6
2008,4: Theories,climax community,39330183,10
2009,4: Theories,climax community,40377665,8
2010,4: Theories,climax community,38030234,8
2011,4: Theories,climax community,39815988,6
1974,4: Theories,foraging theory,8556640,4
1975,4: Theories,foraging theory,9162777,2
1976,4: Theories,foraging theory,9429413,18
1977,4: Theories,foraging theory,10649032,35
1978,4: Theories,foraging theory,10558723,38
1979,4: Theories,foraging theory,10786566,40
1980,4: Theories,foraging theory,11619305,52
1981,4: Theories,foraging theory,12165346,98
1982,4: Theories,foraging theory,12314218,149
1983,4: Theories,foraging theory,12706096,128
1984,4: Theories,foraging theory,13379542,171
1985,4: Theories,foraging theory,14023196,115
1986,4: Theories,foraging theory,13255908,155
1987,4: Theories,foraging theory,14598709,157
1988,4: Theories,foraging theory,15573940,203
1989,4: Theories,foraging theory,15966033,189
1990,4: Theories,foraging theory,16534942,205
1991,4: Theories,foraging theory,17585954,207
1992,4: Theories,foraging theory,18582976,171
1993,4: Theories,foraging theory,19158560,188
1994,4: Theories,foraging theory,20273048,210
1995,4: Theories,foraging theory,21582533,99
1996,4: Theories,foraging theory,23433482,148
1997,4: Theories,foraging theory,24142578,125
1998,4: Theories,foraging theory,26454637,157
1999,4: Theories,foraging theory,26387547,132
2000,4: Theories,foraging theory,28146960,148
2001,4: Theories,foraging theory,30114953,146
2002,4: Theories,foraging theory,29304753,134
2003,4: Theories,foraging theory,30981377,134
2004,4: Theories,foraging theory,31953113,140
2005,4: Theories,foraging theory,34738168,127
2006,4: Theories,foraging theory,36837237,190
2007,4: Theories,foraging theory,36641945,207
2008,4: Theories,foraging theory,39330183,180
2009,4: Theories,foraging theory,40377665,194
2010,4: Theories,foraging theory,38030234,177
2011,4: Theories,foraging theory,39815988,165
1975,4: Theories,neutral theory,9162777,2
1978,4: Theories,neutral theory,10558723,1
1979,4: Theories,neutral theory,10786566,4
1980,4: Theories,neutral theory,11619305,1
1981,4: Theories,neutral theory,12165346,1
1982,4: Theories,neutral theory,12314218,8
1983,4: Theories,neutral theory,12706096,5
1984,4: Theories,neutral theory,13379542,7
1985,4: Theories,neutral theory,14023196,4
1986,4: Theories,neutral theory,13255908,44
1987,4: Theories,neutral theory,14598709,6
1988,4: Theories,neutral theory,15573940,24
1989,4: Theories,neutral theory,15966033,10
1990,4: Theories,neutral theory,16534942,20
1991,4: Theories,neutral theory,17585954,76
1992,4: Theories,neutral theory,18582976,32
1993,4: Theories,neutral theory,19158560,33
1994,4: Theories,neutral theory,20273048,27
1995,4: Theories,neutral theory,21582533,44
1996,4: Theories,neutral theory,23433482,29
1997,4: Theories,neutral theory,24142578,18
1998,4: Theories,neutral theory,26454637,20
1999,4: Theories,neutral theory,26387547,13
2000,4: Theories,neutral theory,28146960,27
2001,4: Theories,neutral theory,30114953,26
2002,4: Theories,neutral theory,29304753,44
2003,4: Theories,neutral theory,30981377,126
2004,4: Theories,neutral theory,31953113,227
2005,4: Theories,neutral theory,34738168,280
2006,4: Theories,neutral theory,36837237,564
2007,4: Theories,neutral theory,36641945,331
2008,4: Theories,neutral theory,39330183,391
2009,4: Theories,neutral theory,40377665,387
2010,4: Theories,neutral theory,38030234,366
2011,4: Theories,neutral theory,39815988,316
1968,4: Theories,theory of island,6521402,3
1969,4: Theories,theory of island,7381164,19
1970,4: Theories,theory of island,7236804,20
1971,4: Theories,theory of island,7864657,18
1972,4: Theories,theory of island,7915372,19
1973,4: Theories,theory of island,8425604,22
1974,4: Theories,theory of island,8556640,59
1975,4: Theories,theory of island,9162777,61
1976,4: Theories,theory of island,9429413,67
1977,4: Theories,theory of island,10649032,60
1978,4: Theories,theory of island,10558723,105
1979,4: Theories,theory of island,10786566,82
1980,4: Theories,theory of island,11619305,89
1981,4: Theories,theory of island,12165346,106
1982,4: Theories,theory of island,12314218,102
1983,4: Theories,theory of island,12706096,134
1984,4: Theories,theory of island,13379542,96
1985,4: Theories,theory of island,14023196,87
1986,4: Theories,theory of island,13255908,85
1987,4: Theories,theory of island,14598709,106
1988,4: Theories,theory of island,15573940,96
1989,4: Theories,theory of island,15966033,85
1990,4: Theories,theory of island,16534942,72
1991,4: Theories,theory of island,17585954,82
1992,4: Theories,theory of island,18582976,81
1993,4: Theories,theory of island,19158560,106
1994,4: Theories,theory of island,20273048,112
1995,4: Theories,theory of island,21582533,73
1996,4: Theories,theory of island,23433482,107
1997,4: Theories,theory of island,24142578,107
1998,4: Theories,theory of island,26454637,104
1999,4: Theories,theory of island,26387547,112
2000,4: Theories,theory of island,28146960,156
2001,4: Theories,theory of island,30114953,110
2002,4: Theories,theory of island,29304753,126
2003,4: Theories,theory of island,30981377,149
2004,4: Theories,theory of island,31953113,94
2005,4: Theories,theory of island,34738168,136
2006,4: Theories,theory of island,36837237,154
2007,4: Theories,theory of island,36641945,133
2008,4: Theories,theory of island,39330183,118
2009,4: Theories,theory of island,40377665,138
2010,4: Theories,theory of island,38030234,163
2011,4: Theories,theory of island,39815988,131
2012,4: Theories,theory of island,22192417,54
2013,4: Theories,theory of island,23337453,25
2014,4: Theories,theory of island,11261291,24
1923,4: Theories,theory of natural,1410471,13
1924,4: Theories,theory of natural,1420599,4
1925,4: Theories,theory of natural,1665928,2
1926,4: Theories,theory of natural,1904958,7
1927,4: Theories,theory of natural,1785362,1
1928,4: Theories,theory of natural,1938784,4
1930,4: Theories,theory of natural,2111981,2
1932,4: Theories,theory of natural,2400513,3
1933,4: Theories,theory of natural,2136969,6
1934,4: Theories,theory of natural,2445175,5
1935,4: Theories,theory of natural,2536260,4
1936,4: Theories,theory of natural,2751507,20
1937,4: Theories,theory of natural,2976473,7
1938,4: Theories,theory of natural,2886297,10
1939,4: Theories,theory of natural,2840157,2
1940,4: Theories,theory of natural,3000307,3
1941,4: Theories,theory of natural,2759525,5
1942,4: Theories,theory of natural,2730695,8
1943,4: Theories,theory of natural,2367394,1
1944,4: Theories,theory of natural,2209069,4
1945,4: Theories,theory of natural,2185186,2
1946,4: Theories,theory of natural,2461581,1
1947,4: Theories,theory of natural,2615111,5
1948,4: Theories,theory of natural,2631628,5
1949,4: Theories,theory of natural,2804409,1
1950,4: Theories,theory of natural,3153253,4
1951,4: Theories,theory of natural,3011208,6
1952,4: Theories,theory of natural,3139138,2
1953,4: Theories,theory of natural,3184772,5
1954,4: Theories,theory of natural,3649078,4
1955,4: Theories,theory of natural,3555386,6
1956,4: Theories,theory of natural,3699565,7
1957,4: Theories,theory of natural,3689751,5
1958,4: Theories,theory of natural,3814339,1
1959,4: Theories,theory of natural,3621589,7
1960,4: Theories,theory of natural,3934513,16
1961,4: Theories,theory of natural,4042372,9
1962,4: Theories,theory of natural,4017454,13
1963,4: Theories,theory of natural,4556693,11
1964,4: Theories,theory of natural,5158453,6
1965,4: Theories,theory of natural,5234257,15
1966,4: Theories,theory of natural,5493607,34
1967,4: Theories,theory of natural,6000525,7
1968,4: Theories,theory of natural,6521402,20
1969,4: Theories,theory of natural,7381164,13
1970,4: Theories,theory of natural,7236804,20
1971,4: Theories,theory of natural,7864657,15
1972,4: Theories,theory of natural,7915372,21
1973,4: Theories,theory of natural,8425604,18
1974,4: Theories,theory of natural,8556640,17
1975,4: Theories,theory of natural,9162777,30
1976,4: Theories,theory of natural,9429413,25
1977,4: Theories,theory of natural,10649032,24
1978,4: Theories,theory of natural,10558723,30
1979,4: Theories,theory of natural,10786566,56
1980,4: Theories,theory of natural,11619305,47
1981,4: Theories,theory of natural,12165346,48
1982,4: Theories,theory of natural,12314218,53
1983,4: Theories,theory of natural,12706096,50
1984,4: Theories,theory of natural,13379542,56
1985,4: Theories,theory of natural,14023196,51
1986,4: Theories,theory of natural,13255908,76
1987,4: Theories,theory of natural,14598709,62
1988,4: Theories,theory of natural,15573940,50
1989,4: Theories,theory of natural,15966033,41
1990,4: Theories,theory of natural,16534942,59
1991,4: Theories,theory of natural,17585954,64
1992,4: Theories,theory of natural,18582976,69
1993,4: Theories,theory of natural,19158560,70
1994,4: Theories,theory of natural,20273048,86
1995,4: Theories,theory of natural,21582533,74
1996,4: Theories,theory of natural,23433482,59
1997,4: Theories,theory of natural,24142578,66
1998,4: Theories,theory of natural,26454637,68
1999,4: Theories,theory of natural,26387547,66
2000,4: Theories,theory of natural,28146960,50
2001,4: Theories,theory of natural,30114953,57
2002,4: Theories,theory of natural,29304753,42
2003,4: Theories,theory of natural,30981377,54
2004,4: Theories,theory of natural,31953113,39
2005,4: Theories,theory of natural,34738168,51
2006,4: Theories,theory of natural,36837237,57
2007,4: Theories,theory of natural,36641945,71
2008,4: Theories,theory of natural,39330183,56
2009,4: Theories,theory of natural,40377665,80
2010,4: Theories,theory of natural,38030234,102
2011,4: Theories,theory of natural,39815988,82
2012,4: Theories,theory of natural,22192417,42
2013,4: Theories,theory of natural,23337453,36
2014,4: Theories,theory of natural,11261291,7
1945,5: Hypotheses,competition hypothesis,2185186,1
1950,5: Hypotheses,competition hypothesis,3153253,1
1960,5: Hypotheses,competition hypothesis,3934513,1
1966,5: Hypotheses,competition hypothesis,5493607,5
1967,5: Hypotheses,competition hypothesis,6000525,5
1969,5: Hypotheses,competition hypothesis,7381164,1
1970,5: Hypotheses,competition hypothesis,7236804,3
1971,5: Hypotheses,competition hypothesis,7864657,2
1972,5: Hypotheses,competition hypothesis,7915372,1
1973,5: Hypotheses,competition hypothesis,8425604,1
1974,5: Hypotheses,competition hypothesis,8556640,3
1976,5: Hypotheses,competition hypothesis,9429413,9
1977,5: Hypotheses,competition hypothesis,10649032,12
1978,5: Hypotheses,competition hypothesis,10558723,6
1979,5: Hypotheses,competition hypothesis,10786566,4
1980,5: Hypotheses,competition hypothesis,11619305,18
1981,5: Hypotheses,competition hypothesis,12165346,11
1982,5: Hypotheses,competition hypothesis,12314218,27
1983,5: Hypotheses,competition hypothesis,12706096,11
1984,5: Hypotheses,competition hypothesis,13379542,32
1985,5: Hypotheses,competition hypothesis,14023196,13
1986,5: Hypotheses,competition hypothesis,13255908,41
1987,5: Hypotheses,competition hypothesis,14598709,53
1988,5: Hypotheses,competition hypothesis,15573940,40
1989,5: Hypotheses,competition hypothesis,15966033,38
1990,5: Hypotheses,competition hypothesis,16534942,69
1991,5: Hypotheses,competition hypothesis,17585954,28
1992,5: Hypotheses,competition hypothesis,18582976,16
1993,5: Hypotheses,competition hypothesis,19158560,45
1994,5: Hypotheses,competition hypothesis,20273048,59
1995,5: Hypotheses,competition hypothesis,21582533,16
1996,5: Hypotheses,competition hypothesis,23433482,59
1997,5: Hypotheses,competition hypothesis,24142578,55
1998,5: Hypotheses,competition hypothesis,26454637,32
1999,5: Hypotheses,competition hypothesis,26387547,54
2000,5: Hypotheses,competition hypothesis,28146960,49
2001,5: Hypotheses,competition hypothesis,30114953,51
2002,5: Hypotheses,competition hypothesis,29304753,36
2003,5: Hypotheses,competition hypothesis,30981377,22
2004,5: Hypotheses,competition hypothesis,31953113,30
2005,5: Hypotheses,competition hypothesis,34738168,48
2006,5: Hypotheses,competition hypothesis,36837237,54
2007,5: Hypotheses,competition hypothesis,36641945,53
2008,5: Hypotheses,competition hypothesis,39330183,43
2009,5: Hypotheses,competition hypothesis,40377665,44
2010,5: Hypotheses,competition hypothesis,38030234,40
2011,5: Hypotheses,competition hypothesis,39815988,53
1979,5: Hypotheses,disturbance hypothesis,10786566,7
1980,5: Hypotheses,disturbance hypothesis,11619305,3
1981,5: Hypotheses,disturbance hypothesis,12165346,2
1982,5: Hypotheses,disturbance hypothesis,12314218,9
1983,5: Hypotheses,disturbance hypothesis,12706096,7
1984,5: Hypotheses,disturbance hypothesis,13379542,23
1985,5: Hypotheses,disturbance hypothesis,14023196,22
1986,5: Hypotheses,disturbance hypothesis,13255908,11
1987,5: Hypotheses,disturbance hypothesis,14598709,12
1988,5: Hypotheses,disturbance hypothesis,15573940,27
1989,5: Hypotheses,disturbance hypothesis,15966033,31
1990,5: Hypotheses,disturbance hypothesis,16534942,21
1991,5: Hypotheses,disturbance hypothesis,17585954,11
1992,5: Hypotheses,disturbance hypothesis,18582976,23
1993,5: Hypotheses,disturbance hypothesis,19158560,20
1994,5: Hypotheses,disturbance hypothesis,20273048,16
1995,5: Hypotheses,disturbance hypothesis,21582533,47
1996,5: Hypotheses,disturbance hypothesis,23433482,35
1997,5: Hypotheses,disturbance hypothesis,24142578,44
1998,5: Hypotheses,disturbance hypothesis,26454637,61
1999,5: Hypotheses,disturbance hypothesis,26387547,60
2000,5: Hypotheses,disturbance hypothesis,28146960,50
2001,5: Hypotheses,disturbance hypothesis,30114953,67
2002,5: Hypotheses,disturbance hypothesis,29304753,68
2003,5: Hypotheses,disturbance hypothesis,30981377,63
2004,5: Hypotheses,disturbance hypothesis,31953113,78
2005,5: Hypotheses,disturbance hypothesis,34738168,66
2006,5: Hypotheses,disturbance hypothesis,36837237,94
2007,5: Hypotheses,disturbance hypothesis,36641945,53
2008,5: Hypotheses,disturbance hypothesis,39330183,87
2009,5: Hypotheses,disturbance hypothesis,40377665,73
2010,5: Hypotheses,disturbance hypothesis,38030234,56
2011,5: Hypotheses,disturbance hypothesis,39815988,60
1935,5: Hypotheses,hormone hypothesis,2536260,2
1936,5: Hypotheses,hormone hypothesis,2751507,2
1938,5: Hypotheses,hormone hypothesis,2886297,19
1939,5: Hypotheses,hormone hypothesis,2840157,1
1940,5: Hypotheses,hormone hypothesis,3000307,2
1941,5: Hypotheses,hormone hypothesis,2759525,1
1942,5: Hypotheses,hormone hypothesis,2730695,6
1944,5: Hypotheses,hormone hypothesis,2209069,2
1945,5: Hypotheses,hormone hypothesis,2185186,1
1947,5: Hypotheses,hormone hypothesis,2615111,1
1956,5: Hypotheses,hormone hypothesis,3699565,1
1962,5: Hypotheses,hormone hypothesis,4017454,2
1963,5: Hypotheses,hormone hypothesis,4556693,1
1965,5: Hypotheses,hormone hypothesis,5234257,7
1966,5: Hypotheses,hormone hypothesis,5493607,1
1976,5: Hypotheses,hormone hypothesis,9429413,3
1981,5: Hypotheses,hormone hypothesis,12165346,1
1986,5: Hypotheses,hormone hypothesis,13255908,1
1989,5: Hypotheses,hormone hypothesis,15966033,2
1994,5: Hypotheses,hormone hypothesis,20273048,1
1996,5: Hypotheses,hormone hypothesis,23433482,1
1998,5: Hypotheses,hormone hypothesis,26454637,1
2001,5: Hypotheses,hormone hypothesis,30114953,4
2002,5: Hypotheses,hormone hypothesis,29304753,1
2004,5: Hypotheses,hormone hypothesis,31953113,1
2006,5: Hypotheses,hormone hypothesis,36837237,2
2007,5: Hypotheses,hormone hypothesis,36641945,1
2008,5: Hypotheses,hormone hypothesis,39330183,1
2011,5: Hypotheses,hormone hypothesis,39815988,4
1972,5: Hypotheses,release hypothesis,7915372,1
1978,5: Hypotheses,release hypothesis,10558723,4
1985,5: Hypotheses,release hypothesis,14023196,4
1986,5: Hypotheses,release hypothesis,13255908,2
1990,5: Hypotheses,release hypothesis,16534942,3
1991,5: Hypotheses,release hypothesis,17585954,2
1992,5: Hypotheses,release hypothesis,18582976,1
1994,5: Hypotheses,release hypothesis,20273048,3
1996,5: Hypotheses,release hypothesis,23433482,1
1997,5: Hypotheses,release hypothesis,24142578,2
1998,5: Hypotheses,release hypothesis,26454637,12
1999,5: Hypotheses,release hypothesis,26387547,1
2000,5: Hypotheses,release hypothesis,28146960,8
2001,5: Hypotheses,release hypothesis,30114953,6
2002,5: Hypotheses,release hypothesis,29304753,8
2003,5: Hypotheses,release hypothesis,30981377,30
2004,5: Hypotheses,release hypothesis,31953113,74
2005,5: Hypotheses,release hypothesis,34738168,75
2006,5: Hypotheses,release hypothesis,36837237,68
2007,5: Hypotheses,release hypothesis,36641945,91
2008,5: Hypotheses,release hypothesis,39330183,95
2009,5: Hypotheses,release hypothesis,40377665,138
2010,5: Hypotheses,release hypothesis,38030234,105
2011,5: Hypotheses,release hypothesis,39815988,100
1968,5: Hypotheses,time hypothesis,6521402,10
1969,5: Hypotheses,time hypothesis,7381164,1
1970,5: Hypotheses,time hypothesis,7236804,4
1971,5: Hypotheses,time hypothesis,7864657,6
1972,5: Hypotheses,time hypothesis,7915372,9
1973,5: Hypotheses,time hypothesis,8425604,2
1974,5: Hypotheses,time hypothesis,8556640,12
1975,5: Hypotheses,time hypothesis,9162777,5
1976,5: Hypotheses,time hypothesis,9429413,9
1977,5: Hypotheses,time hypothesis,10649032,18
1978,5: Hypotheses,time hypothesis,10558723,7
1979,5: Hypotheses,time hypothesis,10786566,34
1980,5: Hypotheses,time hypothesis,11619305,10
1981,5: Hypotheses,time hypothesis,12165346,4
1982,5: Hypotheses,time hypothesis,12314218,4
1983,5: Hypotheses,time hypothesis,12706096,23
1984,5: Hypotheses,time hypothesis,13379542,12
1985,5: Hypotheses,time hypothesis,14023196,2
1986,5: Hypotheses,time hypothesis,13255908,12
1988,5: Hypotheses,time hypothesis,15573940,2
1989,5: Hypotheses,time hypothesis,15966033,2
1990,5: Hypotheses,time hypothesis,16534942,2
1991,5: Hypotheses,time hypothesis,17585954,1
1992,5: Hypotheses,time hypothesis,18582976,6
1993,5: Hypotheses,time hypothesis,19158560,10
1994,5: Hypotheses,time hypothesis,20273048,10
1995,5: Hypotheses,time hypothesis,21582533,9
1996,5: Hypotheses,time hypothesis,23433482,4
1997,5: Hypotheses,time hypothesis,24142578,8
1998,5: Hypotheses,time hypothesis,26454637,7
1999,5: Hypotheses,time hypothesis,26387547,10
2000,5: Hypotheses,time hypothesis,28146960,6
2001,5: Hypotheses,time hypothesis,30114953,30
2002,5: Hypotheses,time hypothesis,29304753,3
2003,5: Hypotheses,time hypothesis,30981377,4
2004,5: Hypotheses,time hypothesis,31953113,6
2005,5: Hypotheses,time hypothesis,34738168,10
2006,5: Hypotheses,time hypothesis,36837237,15
2007,5: Hypotheses,time hypothesis,36641945,16
2008,5: Hypotheses,time hypothesis,39330183,26
2009,5: Hypotheses,time hypothesis,40377665,9
2010,5: Hypotheses,time hypothesis,38030234,12
2011,5: Hypotheses,time hypothesis,39815988,17
1920,6: Metrics,abundance,1238345,134
1921,6: Metrics,abundance,1161623,137
1922,6: Metrics,abundance,1227253,153
1923,6: Metrics,abundance,1410471,171
1924,6: Metrics,abundance,1420599,157
1925,6: Metrics,abundance,1665928,230
1926,6: Metrics,abundance,1904958,269
1927,6: Metrics,abundance,1785362,212
1928,6: Metrics,abundance,1938784,262
1929,6: Metrics,abundance,1953262,264
1930,6: Metrics,abundance,2111981,394
1931,6: Metrics,abundance,2434124,353
1932,6: Metrics,abundance,2400513,391
1933,6: Metrics,abundance,2136969,350
1934,6: Metrics,abundance,2445175,624
1935,6: Metrics,abundance,2536260,428
1936,6: Metrics,abundance,2751507,496
1937,6: Metrics,abundance,2976473,530
1938,6: Metrics,abundance,2886297,577
1939,6: Metrics,abundance,2840157,442
1940,6: Metrics,abundance,3000307,592
1941,6: Metrics,abundance,2759525,522
1942,6: Metrics,abundance,2730695,417
1943,6: Metrics,abundance,2367394,646
1944,6: Metrics,abundance,2209069,541
1945,6: Metrics,abundance,2185186,529
1946,6: Metrics,abundance,2461581,427
1947,6: Metrics,abundance,2615111,426
1948,6: Metrics,abundance,2631628,534
1949,6: Metrics,abundance,2804409,486
1950,6: Metrics,abundance,3153253,744
1951,6: Metrics,abundance,3011208,480
1952,6: Metrics,abundance,3139138,444
1953,6: Metrics,abundance,3184772,568
1954,6: Metrics,abundance,3649078,715
1955,6: Metrics,abundance,3555386,593
1956,6: Metrics,abundance,3699565,579
1957,6: Metrics,abundance,3689751,608
1958,6: Metrics,abundance,3814339,628
1959,6: Metrics,abundance,3621589,582
1960,6: Metrics,abundance,3934513,751
1961,6: Metrics,abundance,4042372,757
1962,6: Metrics,abundance,4017454,726
1963,6: Metrics,abundance,4556693,804
1964,6: Metrics,abundance,5158453,876
1965,6: Metrics,abundance,5234257,949
1966,6: Metrics,abundance,5493607,831
1967,6: Metrics,abundance,6000525,947
1968,6: Metrics,abundance,6521402,1265
1969,6: Metrics,abundance,7381164,1366
1970,6: Metrics,abundance,7236804,1298
1971,6: Metrics,abundance,7864657,1284
1972,6: Metrics,abundance,7915372,1574
1973,6: Metrics,abundance,8425604,1494
1974,6: Metrics,abundance,8556640,1640
1975,6: Metrics,abundance,9162777,1643
1976,6: Metrics,abundance,9429413,2044
1977,6: Metrics,abundance,10649032,2321
1978,6: Metrics,abundance,10558723,2514
1979,6: Metrics,abundance,10786566,2820
1980,6: Metrics,abundance,11619305,3199
1981,6: Metrics,abundance,12165346,3844
1982,6: Metrics,abundance,12314218,4116
1983,6: Metrics,abundance,12706096,4283
1984,6: Metrics,abundance,13379542,4946
1985,6: Metrics,abundance,14023196,4437
