year,panel,gram_canonical,total_words,total
1986,6: Metrics,abundance,13255908,4269
1987,6: Metrics,abundance,14598709,5805
1988,6: Metrics,abundance,15573940,5280
1989,6: Metrics,abundance,15966033,5258
1990,6: Metrics,abundance,16534942,5893
1991,6: Metrics,abundance,17585954,6269
1992,6: Metrics,abundance,18582976,6659
1993,6: Metrics,abundance,19158560,7163
1994,6: Metrics,abundance,20273048,8266
1995,6: Metrics,abundance,21582533,8807
1996,6: Metrics,abundance,23433482,10834
1997,6: Metrics,abundance,24142578,12298
1998,6: Metrics,abundance,26454637,12899
1999,6: Metrics,abundance,26387547,13446
2000,6: Metrics,abundance,28146960,16303
2001,6: Metrics,abundance,30114953,16843
2002,6: Metrics,abundance,29304753,18117
2003,6: Metrics,abundance,30981377,18409
2004,6: Metrics,abundance,31953113,18039
2005,6: Metrics,abundance,34738168,19884
2006,6: Metrics,abundance,36837237,22883
2007,6: Metrics,abundance,36641945,24726
2008,6: Metrics,abundance,39330183,25002
2009,6: Metrics,abundance,40377665,23894
2010,6: Metrics,abundance,38030234,22752
2011,6: Metrics,abundance,39815988,25171
1920,6: Metrics,diversity,1238345,35
1921,6: Metrics,diversity,1161623,22
1922,6: Metrics,diversity,1227253,22
1923,6: Metrics,diversity,1410471,40
1924,6: Metrics,diversity,1420599,19
1925,6: Metrics,diversity,1665928,36
1926,6: Metrics,diversity,1904958,36
1927,6: Metrics,diversity,1785362,68
1928,6: Metrics,diversity,1938784,52
1929,6: Metrics,diversity,1953262,42
1930,6: Metrics,diversity,2111981,44
1931,6: Metrics,diversity,2434124,63
1932,6: Metrics,diversity,2400513,64
1933,6: Metrics,diversity,2136969,49
1934,6: Metrics,diversity,2445175,57
1935,6: Metrics,diversity,2536260,50
1936,6: Metrics,diversity,2751507,51
1937,6: Metrics,diversity,2976473,66
1938,6: Metrics,diversity,2886297,66
1939,6: Metrics,diversity,2840157,71
1940,6: Metrics,diversity,3000307,44
1941,6: Metrics,diversity,2759525,52
1942,6: Metrics,diversity,2730695,92
1943,6: Metrics,diversity,2367394,80
1944,6: Metrics,diversity,2209069,123
1945,6: Metrics,diversity,2185186,51
1946,6: Metrics,diversity,2461581,65
1947,6: Metrics,diversity,2615111,136
1948,6: Metrics,diversity,2631628,60
1949,6: Metrics,diversity,2804409,39
1950,6: Metrics,diversity,3153253,124
1951,6: Metrics,diversity,3011208,94
1952,6: Metrics,diversity,3139138,134
1953,6: Metrics,diversity,3184772,127
1954,6: Metrics,diversity,3649078,86
1955,6: Metrics,diversity,3555386,95
1956,6: Metrics,diversity,3699565,139
1957,6: Metrics,diversity,3689751,121
1958,6: Metrics,diversity,3814339,96
1959,6: Metrics,diversity,3621589,140
1960,6: Metrics,diversity,3934513,212
1961,6: Metrics,diversity,4042372,174
1962,6: Metrics,diversity,4017454,211
1963,6: Metrics,diversity,4556693,230
1964,6: Metrics,diversity,5158453,425
1965,6: Metrics,diversity,5234257,226
1966,6: Metrics,diversity,5493607,566
1967,6: Metrics,diversity,6000525,947
1968,6: Metrics,diversity,6521402,1208
1969,6: Metrics,diversity,7381164,1062
1970,6: Metrics,diversity,7236804,945
1971,6: Metrics,diversity,7864657,1647
1972,6: Metrics,diversity,7915372,1753
1973,6: Metrics,diversity,8425604,1680
1974,6: Metrics,diversity,8556640,1962
1975,6: Metrics,diversity,9162777,2386
1976,6: Metrics,diversity,9429413,2845
1977,6: Metrics,diversity,10649032,3007
1978,6: Metrics,diversity,10558723,2889
1979,6: Metrics,diversity,10786566,3078
1980,6: Metrics,diversity,11619305,3818
1981,6: Metrics,diversity,12165346,3576
1982,6: Metrics,diversity,12314218,3192
1983,6: Metrics,diversity,12706096,4324
1984,6: Metrics,diversity,13379542,3669
1985,6: Metrics,diversity,14023196,3630
1986,6: Metrics,diversity,13255908,3312
1987,6: Metrics,diversity,14598709,3991
1988,6: Metrics,diversity,15573940,4433
1989,6: Metrics,diversity,15966033,4529
1990,6: Metrics,diversity,16534942,5003
1991,6: Metrics,diversity,17585954,5436
1992,6: Metrics,diversity,18582976,7254
1993,6: Metrics,diversity,19158560,6277
1994,6: Metrics,diversity,20273048,9556
1995,6: Metrics,diversity,21582533,9213
1996,6: Metrics,diversity,23433482,11721
1997,6: Metrics,diversity,24142578,10665
1998,6: Metrics,diversity,26454637,13879
1999,6: Metrics,diversity,26387547,16287
2000,6: Metrics,diversity,28146960,16268
2001,6: Metrics,diversity,30114953,18398
2002,6: Metrics,diversity,29304753,18315
2003,6: Metrics,diversity,30981377,22788
2004,6: Metrics,diversity,31953113,23636
2005,6: Metrics,diversity,34738168,28146
2006,6: Metrics,diversity,36837237,30404
2007,6: Metrics,diversity,36641945,32579
2008,6: Metrics,diversity,39330183,34662
2009,6: Metrics,diversity,40377665,37331
2010,6: Metrics,diversity,38030234,34457
2011,6: Metrics,diversity,39815988,38426
1920,6: Metrics,evenness,1238345,2
1921,6: Metrics,evenness,1161623,2
1923,6: Metrics,evenness,1410471,1
1925,6: Metrics,evenness,1665928,3
1927,6: Metrics,evenness,1785362,1
1928,6: Metrics,evenness,1938784,2
1929,6: Metrics,evenness,1953262,3
1931,6: Metrics,evenness,2434124,1
1933,6: Metrics,evenness,2136969,2
1934,6: Metrics,evenness,2445175,1
1935,6: Metrics,evenness,2536260,3
1936,6: Metrics,evenness,2751507,2
1938,6: Metrics,evenness,2886297,2
1939,6: Metrics,evenness,2840157,3
1940,6: Metrics,evenness,3000307,1
1941,6: Metrics,evenness,2759525,1
1942,6: Metrics,evenness,2730695,2
1945,6: Metrics,evenness,2185186,1
1946,6: Metrics,evenness,2461581,1
1949,6: Metrics,evenness,2804409,1
1950,6: Metrics,evenness,3153253,2
1951,6: Metrics,evenness,3011208,1
1952,6: Metrics,evenness,3139138,1
1953,6: Metrics,evenness,3184772,4
1955,6: Metrics,evenness,3555386,4
1957,6: Metrics,evenness,3689751,2
1958,6: Metrics,evenness,3814339,2
1959,6: Metrics,evenness,3621589,1
1961,6: Metrics,evenness,4042372,1
1962,6: Metrics,evenness,4017454,5
1964,6: Metrics,evenness,5158453,3
1966,6: Metrics,evenness,5493607,2
1967,6: Metrics,evenness,6000525,2
1968,6: Metrics,evenness,6521402,8
1969,6: Metrics,evenness,7381164,9
1970,6: Metrics,evenness,7236804,6
1971,6: Metrics,evenness,7864657,46
1972,6: Metrics,evenness,7915372,71
1973,6: Metrics,evenness,8425604,95
1974,6: Metrics,evenness,8556640,120
1975,6: Metrics,evenness,9162777,145
1976,6: Metrics,evenness,9429413,124
1977,6: Metrics,evenness,10649032,137
1978,6: Metrics,evenness,10558723,110
1979,6: Metrics,evenness,10786566,118
1980,6: Metrics,evenness,11619305,124
1981,6: Metrics,evenness,12165346,219
1982,6: Metrics,evenness,12314218,147
1983,6: Metrics,evenness,12706096,256
1984,6: Metrics,evenness,13379542,123
1985,6: Metrics,evenness,14023196,142
1986,6: Metrics,evenness,13255908,153
1987,6: Metrics,evenness,14598709,101
1988,6: Metrics,evenness,15573940,119
1989,6: Metrics,evenness,15966033,271
1990,6: Metrics,evenness,16534942,143
1991,6: Metrics,evenness,17585954,126
1992,6: Metrics,evenness,18582976,240
1993,6: Metrics,evenness,19158560,181
1994,6: Metrics,evenness,20273048,335
1995,6: Metrics,evenness,21582533,253
1996,6: Metrics,evenness,23433482,546
1997,6: Metrics,evenness,24142578,249
1998,6: Metrics,evenness,26454637,448
1999,6: Metrics,evenness,26387547,444
2000,6: Metrics,evenness,28146960,636
2001,6: Metrics,evenness,30114953,694
2002,6: Metrics,evenness,29304753,604
2003,6: Metrics,evenness,30981377,765
2004,6: Metrics,evenness,31953113,922
2005,6: Metrics,evenness,34738168,1062
2006,6: Metrics,evenness,36837237,935
2007,6: Metrics,evenness,36641945,1159
2008,6: Metrics,evenness,39330183,1353
2009,6: Metrics,evenness,40377665,1182
2010,6: Metrics,evenness,38030234,1223
2011,6: Metrics,evenness,39815988,1240
1920,6: Metrics,richness,1238345,3
1921,6: Metrics,richness,1161623,9
1922,6: Metrics,richness,1227253,4
1923,6: Metrics,richness,1410471,3
1924,6: Metrics,richness,1420599,10
1925,6: Metrics,richness,1665928,17
1926,6: Metrics,richness,1904958,5
1927,6: Metrics,richness,1785362,4
1928,6: Metrics,richness,1938784,9
1929,6: Metrics,richness,1953262,6
1930,6: Metrics,richness,2111981,6
1931,6: Metrics,richness,2434124,12
1932,6: Metrics,richness,2400513,6
1933,6: Metrics,richness,2136969,6
1934,6: Metrics,richness,2445175,11
1935,6: Metrics,richness,2536260,20
1936,6: Metrics,richness,2751507,7
1937,6: Metrics,richness,2976473,7
1938,6: Metrics,richness,2886297,10
1939,6: Metrics,richness,2840157,12
1940,6: Metrics,richness,3000307,32
1941,6: Metrics,richness,2759525,7
1942,6: Metrics,richness,2730695,11
1943,6: Metrics,richness,2367394,15
1944,6: Metrics,richness,2209069,6
1945,6: Metrics,richness,2185186,18
1947,6: Metrics,richness,2615111,6
1948,6: Metrics,richness,2631628,11
1949,6: Metrics,richness,2804409,9
1950,6: Metrics,richness,3153253,9
1951,6: Metrics,richness,3011208,7
1952,6: Metrics,richness,3139138,21
1953,6: Metrics,richness,3184772,10
1954,6: Metrics,richness,3649078,19
1955,6: Metrics,richness,3555386,15
1956,6: Metrics,richness,3699565,18
1957,6: Metrics,richness,3689751,12
1958,6: Metrics,richness,3814339,12
1959,6: Metrics,richness,3621589,5
1960,6: Metrics,richness,3934513,27
1961,6: Metrics,richness,4042372,32
1962,6: Metrics,richness,4017454,24
1963,6: Metrics,richness,4556693,18
1964,6: Metrics,richness,5158453,26
1965,6: Metrics,richness,5234257,15
1966,6: Metrics,richness,5493607,34
1967,6: Metrics,richness,6000525,47
1968,6: Metrics,richness,6521402,63
1969,6: Metrics,richness,7381164,66
1970,6: Metrics,richness,7236804,36
1971,6: Metrics,richness,7864657,130
1972,6: Metrics,richness,7915372,125
1973,6: Metrics,richness,8425604,176
1974,6: Metrics,richness,8556640,275
1975,6: Metrics,richness,9162777,380
1976,6: Metrics,richness,9429413,341
1977,6: Metrics,richness,10649032,425
1978,6: Metrics,richness,10558723,436
1979,6: Metrics,richness,10786566,617
1980,6: Metrics,richness,11619305,719
1981,6: Metrics,richness,12165346,866
1982,6: Metrics,richness,12314218,816
1983,6: Metrics,richness,12706096,1084
1984,6: Metrics,richness,13379542,1016
1985,6: Metrics,richness,14023196,1195
1986,6: Metrics,richness,13255908,1014
1987,6: Metrics,richness,14598709,1351
1988,6: Metrics,richness,15573940,1776
1989,6: Metrics,richness,15966033,1416
1990,6: Metrics,richness,16534942,1704
1991,6: Metrics,richness,17585954,1900
1992,6: Metrics,richness,18582976,2687
1993,6: Metrics,richness,19158560,2677
1994,6: Metrics,richness,20273048,4149
1995,6: Metrics,richness,21582533,3801
1996,6: Metrics,richness,23433482,5807
1997,6: Metrics,richness,24142578,5119
1998,6: Metrics,richness,26454637,8586
1999,6: Metrics,richness,26387547,9432
2000,6: Metrics,richness,28146960,10391
2001,6: Metrics,richness,30114953,11907
2002,6: Metrics,richness,29304753,12464
2003,6: Metrics,richness,30981377,15535
2004,6: Metrics,richness,31953113,14903
2005,6: Metrics,richness,34738168,18438
2006,6: Metrics,richness,36837237,21125
2007,6: Metrics,richness,36641945,22268
2008,6: Metrics,richness,39330183,22337
2009,6: Metrics,richness,40377665,22210
2010,6: Metrics,richness,38030234,19066
2011,6: Metrics,richness,39815988,19603
