year,panel,gram_canonical,total_words,total
1920,1: Birth of conservation,conservation,1238345,11
1921,1: Birth of conservation,conservation,1161623,18
1922,1: Birth of conservation,conservation,1227253,7
1923,1: Birth of conservation,conservation,1410471,11
1924,1: Birth of conservation,conservation,1420599,11
1925,1: Birth of conservation,conservation,1665928,14
1926,1: Birth of conservation,conservation,1904958,12
1927,1: Birth of conservation,conservation,1785362,16
1928,1: Birth of conservation,conservation,1938784,15
1929,1: Birth of conservation,conservation,1953262,12
1930,1: Birth of conservation,conservation,2111981,12
1931,1: Birth of conservation,conservation,2434124,23
1932,1: Birth of conservation,conservation,2400513,14
1933,1: Birth of conservation,conservation,2136969,17
1934,1: Birth of conservation,conservation,2445175,30
1935,1: Birth of conservation,conservation,2536260,27
1936,1: Birth of conservation,conservation,2751507,36
1937,1: Birth of conservation,conservation,2976473,53
1938,1: Birth of conservation,conservation,2886297,121
1939,1: Birth of conservation,conservation,2840157,103
1940,1: Birth of conservation,conservation,3000307,132
1941,1: Birth of conservation,conservation,2759525,123
1942,1: Birth of conservation,conservation,2730695,136
1943,1: Birth of conservation,conservation,2367394,132
1944,1: Birth of conservation,conservation,2209069,260
1945,1: Birth of conservation,conservation,2185186,94
1946,1: Birth of conservation,conservation,2461581,131
1947,1: Birth of conservation,conservation,2615111,163
1948,1: Birth of conservation,conservation,2631628,119
1949,1: Birth of conservation,conservation,2804409,129
1950,1: Birth of conservation,conservation,3153253,151
1951,1: Birth of conservation,conservation,3011208,114
1952,1: Birth of conservation,conservation,3139138,127
1953,1: Birth of conservation,conservation,3184772,225
1954,1: Birth of conservation,conservation,3649078,198
1955,1: Birth of conservation,conservation,3555386,208
1956,1: Birth of conservation,conservation,3699565,189
1957,1: Birth of conservation,conservation,3689751,135
1958,1: Birth of conservation,conservation,3814339,137
1959,1: Birth of conservation,conservation,3621589,135
1960,1: Birth of conservation,conservation,3934513,181
1961,1: Birth of conservation,conservation,4042372,100
1962,1: Birth of conservation,conservation,4017454,189
1963,1: Birth of conservation,conservation,4556693,206
1964,1: Birth of conservation,conservation,5158453,297
1965,1: Birth of conservation,conservation,5234257,250
1966,1: Birth of conservation,conservation,5493607,159
1967,1: Birth of conservation,conservation,6000525,199
1968,1: Birth of conservation,conservation,6521402,412
1969,1: Birth of conservation,conservation,7381164,221
1970,1: Birth of conservation,conservation,7236804,205
1971,1: Birth of conservation,conservation,7864657,241
1972,1: Birth of conservation,conservation,7915372,272
1973,1: Birth of conservation,conservation,8425604,323
1974,1: Birth of conservation,conservation,8556640,316
1975,1: Birth of conservation,conservation,9162777,379
1976,1: Birth of conservation,conservation,9429413,551
1977,1: Birth of conservation,conservation,10649032,897
1978,1: Birth of conservation,conservation,10558723,555
1979,1: Birth of conservation,conservation,10786566,588
1980,1: Birth of conservation,conservation,11619305,627
1981,1: Birth of conservation,conservation,12165346,655
1982,1: Birth of conservation,conservation,12314218,958
1983,1: Birth of conservation,conservation,12706096,918
1984,1: Birth of conservation,conservation,13379542,1108
1985,1: Birth of conservation,conservation,14023196,1070
1986,1: Birth of conservation,conservation,13255908,1226
1987,1: Birth of conservation,conservation,14598709,2454
1988,1: Birth of conservation,conservation,15573940,2599
1989,1: Birth of conservation,conservation,15966033,2962
1990,1: Birth of conservation,conservation,16534942,3059
1991,1: Birth of conservation,conservation,17585954,3485
1992,1: Birth of conservation,conservation,18582976,4805
1993,1: Birth of conservation,conservation,19158560,6064
1994,1: Birth of conservation,conservation,20273048,7593
1995,1: Birth of conservation,conservation,21582533,9473
1996,1: Birth of conservation,conservation,23433482,11600
1997,1: Birth of conservation,conservation,24142578,9638
1998,1: Birth of conservation,conservation,26454637,11964
1999,1: Birth of conservation,conservation,26387547,12877
2000,1: Birth of conservation,conservation,28146960,14439
2001,1: Birth of conservation,conservation,30114953,15929
2002,1: Birth of conservation,conservation,29304753,15798
2003,1: Birth of conservation,conservation,30981377,18015
2004,1: Birth of conservation,conservation,31953113,19160
2005,1: Birth of conservation,conservation,34738168,22540
2006,1: Birth of conservation,conservation,36837237,26306
2007,1: Birth of conservation,conservation,36641945,25170
2008,1: Birth of conservation,conservation,39330183,28256
2009,1: Birth of conservation,conservation,40377665,26153
2010,1: Birth of conservation,conservation,38030234,27864
2011,1: Birth of conservation,conservation,39815988,27573
1920,1: Birth of conservation,preservation,1238345,32
1921,1: Birth of conservation,preservation,1161623,50
1922,1: Birth of conservation,preservation,1227253,14
1923,1: Birth of conservation,preservation,1410471,44
1924,1: Birth of conservation,preservation,1420599,46
1925,1: Birth of conservation,preservation,1665928,67
1926,1: Birth of conservation,preservation,1904958,34
1927,1: Birth of conservation,preservation,1785362,39
1928,1: Birth of conservation,preservation,1938784,42
1929,1: Birth of conservation,preservation,1953262,42
1930,1: Birth of conservation,preservation,2111981,76
1931,1: Birth of conservation,preservation,2434124,62
1932,1: Birth of conservation,preservation,2400513,69
1933,1: Birth of conservation,preservation,2136969,65
1934,1: Birth of conservation,preservation,2445175,47
1935,1: Birth of conservation,preservation,2536260,77
1936,1: Birth of conservation,preservation,2751507,47
1937,1: Birth of conservation,preservation,2976473,72
1938,1: Birth of conservation,preservation,2886297,52
1939,1: Birth of conservation,preservation,2840157,35
1940,1: Birth of conservation,preservation,3000307,51
1941,1: Birth of conservation,preservation,2759525,50
1942,1: Birth of conservation,preservation,2730695,51
1943,1: Birth of conservation,preservation,2367394,24
1944,1: Birth of conservation,preservation,2209069,138
1945,1: Birth of conservation,preservation,2185186,66
1946,1: Birth of conservation,preservation,2461581,47
1947,1: Birth of conservation,preservation,2615111,88
1948,1: Birth of conservation,preservation,2631628,55
1949,1: Birth of conservation,preservation,2804409,38
1950,1: Birth of conservation,preservation,3153253,96
1951,1: Birth of conservation,preservation,3011208,65
1952,1: Birth of conservation,preservation,3139138,60
1953,1: Birth of conservation,preservation,3184772,61
1954,1: Birth of conservation,preservation,3649078,68
1955,1: Birth of conservation,preservation,3555386,97
1956,1: Birth of conservation,preservation,3699565,57
1957,1: Birth of conservation,preservation,3689751,119
1958,1: Birth of conservation,preservation,3814339,60
1959,1: Birth of conservation,preservation,3621589,98
1960,1: Birth of conservation,preservation,3934513,167
1961,1: Birth of conservation,preservation,4042372,75
1962,1: Birth of conservation,preservation,4017454,67
1963,1: Birth of conservation,preservation,4556693,85
1964,1: Birth of conservation,preservation,5158453,158
1965,1: Birth of conservation,preservation,5234257,128
1966,1: Birth of conservation,preservation,5493607,112
1967,1: Birth of conservation,preservation,6000525,344
1968,1: Birth of conservation,preservation,6521402,261
1969,1: Birth of conservation,preservation,7381164,130
1970,1: Birth of conservation,preservation,7236804,124
1971,1: Birth of conservation,preservation,7864657,147
1972,1: Birth of conservation,preservation,7915372,156
1973,1: Birth of conservation,preservation,8425604,167
1974,1: Birth of conservation,preservation,8556640,142
1975,1: Birth of conservation,preservation,9162777,187
1976,1: Birth of conservation,preservation,9429413,204
1977,1: Birth of conservation,preservation,10649032,228
1978,1: Birth of conservation,preservation,10558723,229
1979,1: Birth of conservation,preservation,10786566,269
1980,1: Birth of conservation,preservation,11619305,237
1981,1: Birth of conservation,preservation,12165346,320
1982,1: Birth of conservation,preservation,12314218,257
1983,1: Birth of conservation,preservation,12706096,307
1984,1: Birth of conservation,preservation,13379542,229
1985,1: Birth of conservation,preservation,14023196,645
1986,1: Birth of conservation,preservation,13255908,240
1987,1: Birth of conservation,preservation,14598709,354
1988,1: Birth of conservation,preservation,15573940,345
1989,1: Birth of conservation,preservation,15966033,372
1990,1: Birth of conservation,preservation,16534942,407
1991,1: Birth of conservation,preservation,17585954,566
1992,1: Birth of conservation,preservation,18582976,444
1993,1: Birth of conservation,preservation,19158560,528
1994,1: Birth of conservation,preservation,20273048,541
1995,1: Birth of conservation,preservation,21582533,670
1996,1: Birth of conservation,preservation,23433482,638
1997,1: Birth of conservation,preservation,24142578,633
1998,1: Birth of conservation,preservation,26454637,676
1999,1: Birth of conservation,preservation,26387547,812
2000,1: Birth of conservation,preservation,28146960,647
2001,1: Birth of conservation,preservation,30114953,758
2002,1: Birth of conservation,preservation,29304753,545
2003,1: Birth of conservation,preservation,30981377,734
2004,1: Birth of conservation,preservation,31953113,896
2005,1: Birth of conservation,preservation,34738168,824
2006,1: Birth of conservation,preservation,36837237,838
2007,1: Birth of conservation,preservation,36641945,831
2008,1: Birth of conservation,preservation,39330183,883
2009,1: Birth of conservation,preservation,40377665,850
2010,1: Birth of conservation,preservation,38030234,881
2011,1: Birth of conservation,preservation,39815988,889
1920,1: Birth of conservation,restoration,1238345,18
1921,1: Birth of conservation,restoration,1161623,6
1922,1: Birth of conservation,restoration,1227253,6
1923,1: Birth of conservation,restoration,1410471,3
1924,1: Birth of conservation,restoration,1420599,31
1925,1: Birth of conservation,restoration,1665928,8
1926,1: Birth of conservation,restoration,1904958,30
1927,1: Birth of conservation,restoration,1785362,10
1928,1: Birth of conservation,restoration,1938784,12
1929,1: Birth of conservation,restoration,1953262,17
1930,1: Birth of conservation,restoration,2111981,16
1931,1: Birth of conservation,restoration,2434124,34
1932,1: Birth of conservation,restoration,2400513,26
1933,1: Birth of conservation,restoration,2136969,30
1934,1: Birth of conservation,restoration,2445175,22
1935,1: Birth of conservation,restoration,2536260,36
1936,1: Birth of conservation,restoration,2751507,22
1937,1: Birth of conservation,restoration,2976473,63
1938,1: Birth of conservation,restoration,2886297,31
1939,1: Birth of conservation,restoration,2840157,28
1940,1: Birth of conservation,restoration,3000307,36
1941,1: Birth of conservation,restoration,2759525,38
1942,1: Birth of conservation,restoration,2730695,74
1943,1: Birth of conservation,restoration,2367394,16
1944,1: Birth of conservation,restoration,2209069,26
1945,1: Birth of conservation,restoration,2185186,41
1946,1: Birth of conservation,restoration,2461581,25
1947,1: Birth of conservation,restoration,2615111,29
1948,1: Birth of conservation,restoration,2631628,18
1949,1: Birth of conservation,restoration,2804409,35
1950,1: Birth of conservation,restoration,3153253,27
1951,1: Birth of conservation,restoration,3011208,37
1952,1: Birth of conservation,restoration,3139138,28
1953,1: Birth of conservation,restoration,3184772,26
1954,1: Birth of conservation,restoration,3649078,36
1955,1: Birth of conservation,restoration,3555386,27
1956,1: Birth of conservation,restoration,3699565,43
1957,1: Birth of conservation,restoration,3689751,37
1958,1: Birth of conservation,restoration,3814339,43
1959,1: Birth of conservation,restoration,3621589,39
1960,1: Birth of conservation,restoration,3934513,44
1961,1: Birth of conservation,restoration,4042372,71
1962,1: Birth of conservation,restoration,4017454,51
1963,1: Birth of conservation,restoration,4556693,51
1964,1: Birth of conservation,restoration,5158453,126
1965,1: Birth of conservation,restoration,5234257,98
1966,1: Birth of conservation,restoration,5493607,74
1967,1: Birth of conservation,restoration,6000525,93
1968,1: Birth of conservation,restoration,6521402,72
1969,1: Birth of conservation,restoration,7381164,68
1970,1: Birth of conservation,restoration,7236804,114
1971,1: Birth of conservation,restoration,7864657,126
1972,1: Birth of conservation,restoration,7915372,141
1973,1: Birth of conservation,restoration,8425604,60
1974,1: Birth of conservation,restoration,8556640,87
1975,1: Birth of conservation,restoration,9162777,145
1976,1: Birth of conservation,restoration,9429413,108
1977,1: Birth of conservation,restoration,10649032,167
1978,1: Birth of conservation,restoration,10558723,97
1979,1: Birth of conservation,restoration,10786566,79
1980,1: Birth of conservation,restoration,11619305,131
1981,1: Birth of conservation,restoration,12165346,186
1982,1: Birth of conservation,restoration,12314218,120
1983,1: Birth of conservation,restoration,12706096,198
1984,1: Birth of conservation,restoration,13379542,202
1985,1: Birth of conservation,restoration,14023196,202
1986,1: Birth of conservation,restoration,13255908,179
1987,1: Birth of conservation,restoration,14598709,286
1988,1: Birth of conservation,restoration,15573940,273
1989,1: Birth of conservation,restoration,15966033,289
1990,1: Birth of conservation,restoration,16534942,296
1991,1: Birth of conservation,restoration,17585954,368
1992,1: Birth of conservation,restoration,18582976,418
1993,1: Birth of conservation,restoration,19158560,531
1994,1: Birth of conservation,restoration,20273048,763
1995,1: Birth of conservation,restoration,21582533,745
1996,1: Birth of conservation,restoration,23433482,1265
1997,1: Birth of conservation,restoration,24142578,1472
1998,1: Birth of conservation,restoration,26454637,2044
1999,1: Birth of conservation,restoration,26387547,2023
2000,1: Birth of conservation,restoration,28146960,1732
2001,1: Birth of conservation,restoration,30114953,2505
2002,1: Birth of conservation,restoration,29304753,2945
2003,1: Birth of conservation,restoration,30981377,3260
2004,1: Birth of conservation,restoration,31953113,3563
2005,1: Birth of conservation,restoration,34738168,5596
2006,1: Birth of conservation,restoration,36837237,4012
2007,1: Birth of conservation,restoration,36641945,4809
2008,1: Birth of conservation,restoration,39330183,5698
2009,1: Birth of conservation,restoration,40377665,5415
2010,1: Birth of conservation,restoration,38030234,5464
2011,1: Birth of conservation,restoration,39815988,6815
1920,2: Threats to biodiversity,climate change,1238345,1
1921,2: Threats to biodiversity,climate change,1161623,1
1923,2: Threats to biodiversity,climate change,1410471,8
1924,2: Threats to biodiversity,climate change,1420599,2
1925,2: Threats to biodiversity,climate change,1665928,5
1927,2: Threats to biodiversity,climate change,1785362,1
1928,2: Threats to biodiversity,climate change,1938784,4
1929,2: Threats to biodiversity,climate change,1953262,4
1930,2: Threats to biodiversity,climate change,2111981,6
1931,2: Threats to biodiversity,climate change,2434124,21
1932,2: Threats to biodiversity,climate change,2400513,2
1933,2: Threats to biodiversity,climate change,2136969,7
1934,2: Threats to biodiversity,climate change,2445175,10
1935,2: Threats to biodiversity,climate change,2536260,10
1936,2: Threats to biodiversity,climate change,2751507,11
1937,2: Threats to biodiversity,climate change,2976473,3
1938,2: Threats to biodiversity,climate change,2886297,10
1939,2: Threats to biodiversity,climate change,2840157,20
1940,2: Threats to biodiversity,climate change,3000307,15
1941,2: Threats to biodiversity,climate change,2759525,12
1942,2: Threats to biodiversity,climate change,2730695,14
1943,2: Threats to biodiversity,climate change,2367394,5
1944,2: Threats to biodiversity,climate change,2209069,4
1945,2: Threats to biodiversity,climate change,2185186,1
1946,2: Threats to biodiversity,climate change,2461581,7
1947,2: Threats to biodiversity,climate change,2615111,7
1948,2: Threats to biodiversity,climate change,2631628,20
1949,2: Threats to biodiversity,climate change,2804409,5
1950,2: Threats to biodiversity,climate change,3153253,4
1951,2: Threats to biodiversity,climate change,3011208,15
1952,2: Threats to biodiversity,climate change,3139138,4
1953,2: Threats to biodiversity,climate change,3184772,11
1954,2: Threats to biodiversity,climate change,3649078,12
1955,2: Threats to biodiversity,climate change,3555386,8
1956,2: Threats to biodiversity,climate change,3699565,31
1957,2: Threats to biodiversity,climate change,3689751,18
1958,2: Threats to biodiversity,climate change,3814339,20
1959,2: Threats to biodiversity,climate change,3621589,11
1960,2: Threats to biodiversity,climate change,3934513,31
1961,2: Threats to biodiversity,climate change,4042372,22
1962,2: Threats to biodiversity,climate change,4017454,11
1963,2: Threats to biodiversity,climate change,4556693,15
1964,2: Threats to biodiversity,climate change,5158453,60
1965,2: Threats to biodiversity,climate change,5234257,35
1966,2: Threats to biodiversity,climate change,5493607,20
1967,2: Threats to biodiversity,climate change,6000525,17
1968,2: Threats to biodiversity,climate change,6521402,50
1969,2: Threats to biodiversity,climate change,7381164,55
1970,2: Threats to biodiversity,climate change,7236804,39
1971,2: Threats to biodiversity,climate change,7864657,22
1972,2: Threats to biodiversity,climate change,7915372,41
1973,2: Threats to biodiversity,climate change,8425604,54
1974,2: Threats to biodiversity,climate change,8556640,49
1975,2: Threats to biodiversity,climate change,9162777,75
1976,2: Threats to biodiversity,climate change,9429413,51
1977,2: Threats to biodiversity,climate change,10649032,115
1978,2: Threats to biodiversity,climate change,10558723,58
1979,2: Threats to biodiversity,climate change,10786566,110
1980,2: Threats to biodiversity,climate change,11619305,129
1981,2: Threats to biodiversity,climate change,12165346,63
1982,2: Threats to biodiversity,climate change,12314218,93
1983,2: Threats to biodiversity,climate change,12706096,96
1984,2: Threats to biodiversity,climate change,13379542,125
1985,2: Threats to biodiversity,climate change,14023196,173
1986,2: Threats to biodiversity,climate change,13255908,252
1987,2: Threats to biodiversity,climate change,14598709,174
1988,2: Threats to biodiversity,climate change,15573940,315
1989,2: Threats to biodiversity,climate change,15966033,376
1990,2: Threats to biodiversity,climate change,16534942,552
1991,2: Threats to biodiversity,climate change,17585954,1145
1992,2: Threats to biodiversity,climate change,18582976,1068
1993,2: Threats to biodiversity,climate change,19158560,1254
1994,2: Threats to biodiversity,climate change,20273048,1190
1995,2: Threats to biodiversity,climate change,21582533,2395
1996,2: Threats to biodiversity,climate change,23433482,1527
1997,2: Threats to biodiversity,climate change,24142578,2438
1998,2: Threats to biodiversity,climate change,26454637,2006
1999,2: Threats to biodiversity,climate change,26387547,2374
2000,2: Threats to biodiversity,climate change,28146960,2201
2001,2: Threats to biodiversity,climate change,30114953,2786
2002,2: Threats to biodiversity,climate change,29304753,2737
2003,2: Threats to biodiversity,climate change,30981377,3274
2004,2: Threats to biodiversity,climate change,31953113,4728
2005,2: Threats to biodiversity,climate change,34738168,5083
2006,2: Threats to biodiversity,climate change,36837237,6011
2007,2: Threats to biodiversity,climate change,36641945,6522
2008,2: Threats to biodiversity,climate change,39330183,9649
2009,2: Threats to biodiversity,climate change,40377665,10338
2010,2: Threats to biodiversity,climate change,38030234,12024
2011,2: Threats to biodiversity,climate change,39815988,11867
1956,2: Threats to biodiversity,habitat loss,3699565,2
1967,2: Threats to biodiversity,habitat loss,6000525,1
1971,2: Threats to biodiversity,habitat loss,7864657,2
1973,2: Threats to biodiversity,habitat loss,8425604,2
1974,2: Threats to biodiversity,habitat loss,8556640,1
1975,2: Threats to biodiversity,habitat loss,9162777,1
1976,2: Threats to biodiversity,habitat loss,9429413,1
1977,2: Threats to biodiversity,habitat loss,10649032,2
1978,2: Threats to biodiversity,habitat loss,10558723,16
1979,2: Threats to biodiversity,habitat loss,10786566,6
1980,2: Threats to biodiversity,habitat loss,11619305,8
1981,2: Threats to biodiversity,habitat loss,12165346,7
1982,2: Threats to biodiversity,habitat loss,12314218,12
1983,2: Threats to biodiversity,habitat loss,12706096,6
1984,2: Threats to biodiversity,habitat loss,13379542,31
1985,2: Threats to biodiversity,habitat loss,14023196,35
1986,2: Threats to biodiversity,habitat loss,13255908,24
1987,2: Threats to biodiversity,habitat loss,14598709,32
1988,2: Threats to biodiversity,habitat loss,15573940,38
1989,2: Threats to biodiversity,habitat loss,15966033,39
1990,2: Threats to biodiversity,habitat loss,16534942,55
1991,2: Threats to biodiversity,habitat loss,17585954,75
1992,2: Threats to biodiversity,habitat loss,18582976,133
1993,2: Threats to biodiversity,habitat loss,19158560,97
1994,2: Threats to biodiversity,habitat loss,20273048,349
1995,2: Threats to biodiversity,habitat loss,21582533,437
1996,2: Threats to biodiversity,habitat loss,23433482,428
1997,2: Threats to biodiversity,habitat loss,24142578,407
1998,2: Threats to biodiversity,habitat loss,26454637,485
1999,2: Threats to biodiversity,habitat loss,26387547,642
2000,2: Threats to biodiversity,habitat loss,28146960,840
2001,2: Threats to biodiversity,habitat loss,30114953,717
2002,2: Threats to biodiversity,habitat loss,29304753,843
2003,2: Threats to biodiversity,habitat loss,30981377,1162
2004,2: Threats to biodiversity,habitat loss,31953113,1086
2005,2: Threats to biodiversity,habitat loss,34738168,1473
2006,2: Threats to biodiversity,habitat loss,36837237,1338
2007,2: Threats to biodiversity,habitat loss,36641945,1808
2008,2: Threats to biodiversity,habitat loss,39330183,1843
2009,2: Threats to biodiversity,habitat loss,40377665,1928
2010,2: Threats to biodiversity,habitat loss,38030234,1636
2011,2: Threats to biodiversity,habitat loss,39815988,2464
2012,2: Threats to biodiversity,habitat loss,22192417,640
2013,2: Threats to biodiversity,habitat loss,23337453,789
2014,2: Threats to biodiversity,habitat loss,11261291,579
1920,2: Threats to biodiversity,invasive species,1238345,1
1921,2: Threats to biodiversity,invasive species,1161623,1
1922,2: Threats to biodiversity,invasive species,1227253,1
1923,2: Threats to biodiversity,invasive species,1410471,2
1926,2: Threats to biodiversity,invasive species,1904958,5
1927,2: Threats to biodiversity,invasive species,1785362,3
1929,2: Threats to biodiversity,invasive species,1953262,1
1932,2: Threats to biodiversity,invasive species,2400513,19
1933,2: Threats to biodiversity,invasive species,2136969,1
1935,2: Threats to biodiversity,invasive species,2536260,3
1937,2: Threats to biodiversity,invasive species,2976473,2
1938,2: Threats to biodiversity,invasive species,2886297,1
1940,2: Threats to biodiversity,invasive species,3000307,5
1945,2: Threats to biodiversity,invasive species,2185186,7
1946,2: Threats to biodiversity,invasive species,2461581,2
1947,2: Threats to biodiversity,invasive species,2615111,4
1948,2: Threats to biodiversity,invasive species,2631628,3
1950,2: Threats to biodiversity,invasive species,3153253,1
1951,2: Threats to biodiversity,invasive species,3011208,1
1952,2: Threats to biodiversity,invasive species,3139138,1
1953,2: Threats to biodiversity,invasive species,3184772,4
1954,2: Threats to biodiversity,invasive species,3649078,5
1955,2: Threats to biodiversity,invasive species,3555386,1
1956,2: Threats to biodiversity,invasive species,3699565,1
1958,2: Threats to biodiversity,invasive species,3814339,54
1959,2: Threats to biodiversity,invasive species,3621589,2
1961,2: Threats to biodiversity,invasive species,4042372,5
1962,2: Threats to biodiversity,invasive species,4017454,3
1963,2: Threats to biodiversity,invasive species,4556693,3
1964,2: Threats to biodiversity,invasive species,5158453,6
1965,2: Threats to biodiversity,invasive species,5234257,5
1966,2: Threats to biodiversity,invasive species,5493607,4
1967,2: Threats to biodiversity,invasive species,6000525,5
1968,2: Threats to biodiversity,invasive species,6521402,7
1969,2: Threats to biodiversity,invasive species,7381164,2
1971,2: Threats to biodiversity,invasive species,7864657,7
1972,2: Threats to biodiversity,invasive species,7915372,6
1973,2: Threats to biodiversity,invasive species,8425604,6
1974,2: Threats to biodiversity,invasive species,8556640,10
1975,2: Threats to biodiversity,invasive species,9162777,15
1976,2: Threats to biodiversity,invasive species,9429413,13
1977,2: Threats to biodiversity,invasive species,10649032,34
1978,2: Threats to biodiversity,invasive species,10558723,17
1979,2: Threats to biodiversity,invasive species,10786566,19
1980,2: Threats to biodiversity,invasive species,11619305,34
1981,2: Threats to biodiversity,invasive species,12165346,26
1982,2: Threats to biodiversity,invasive species,12314218,8
1983,2: Threats to biodiversity,invasive species,12706096,84
1984,2: Threats to biodiversity,invasive species,13379542,44
1985,2: Threats to biodiversity,invasive species,14023196,51
1986,2: Threats to biodiversity,invasive species,13255908,174
1987,2: Threats to biodiversity,invasive species,14598709,70
1988,2: Threats to biodiversity,invasive species,15573940,67
1989,2: Threats to biodiversity,invasive species,15966033,97
1990,2: Threats to biodiversity,invasive species,16534942,85
1991,2: Threats to biodiversity,invasive species,17585954,122
1992,2: Threats to biodiversity,invasive species,18582976,140
1993,2: Threats to biodiversity,invasive species,19158560,197
1994,2: Threats to biodiversity,invasive species,20273048,236
1995,2: Threats to biodiversity,invasive species,21582533,263
1996,2: Threats to biodiversity,invasive species,23433482,478
1997,2: Threats to biodiversity,invasive species,24142578,578
1998,2: Threats to biodiversity,invasive species,26454637,976
1999,2: Threats to biodiversity,invasive species,26387547,951
2000,2: Threats to biodiversity,invasive species,28146960,1165
2001,2: Threats to biodiversity,invasive species,30114953,1649
2002,2: Threats to biodiversity,invasive species,29304753,2423
2003,2: Threats to biodiversity,invasive species,30981377,2730
2004,2: Threats to biodiversity,invasive species,31953113,4787
2005,2: Threats to biodiversity,invasive species,34738168,5293
2006,2: Threats to biodiversity,invasive species,36837237,6466
2007,2: Threats to biodiversity,invasive species,36641945,7305
2008,2: Threats to biodiversity,invasive species,39330183,11082
2009,2: Threats to biodiversity,invasive species,40377665,10153
2010,2: Threats to biodiversity,invasive species,38030234,10577
2011,2: Threats to biodiversity,invasive species,39815988,13342
1954,2: Threats to biodiversity,overexploitation,3649078,1
1955,2: Threats to biodiversity,overexploitation,3555386,3
1961,2: Threats to biodiversity,overexploitation,4042372,2
1963,2: Threats to biodiversity,overexploitation,4556693,1
1964,2: Threats to biodiversity,overexploitation,5158453,1
1965,2: Threats to biodiversity,overexploitation,5234257,1
1966,2: Threats to biodiversity,overexploitation,5493607,1
1968,2: Threats to biodiversity,overexploitation,6521402,3
1969,2: Threats to biodiversity,overexploitation,7381164,2
1970,2: Threats to biodiversity,overexploitation,7236804,4
1971,2: Threats to biodiversity,overexploitation,7864657,2
1972,2: Threats to biodiversity,overexploitation,7915372,2
1973,2: Threats to biodiversity,overexploitation,8425604,2
1974,2: Threats to biodiversity,overexploitation,8556640,11
1975,2: Threats to biodiversity,overexploitation,9162777,4
1976,2: Threats to biodiversity,overexploitation,9429413,7
1977,2: Threats to biodiversity,overexploitation,10649032,10
1978,2: Threats to biodiversity,overexploitation,10558723,24
1979,2: Threats to biodiversity,overexploitation,10786566,15
1980,2: Threats to biodiversity,overexploitation,11619305,25
1981,2: Threats to biodiversity,overexploitation,12165346,14
1982,2: Threats to biodiversity,overexploitation,12314218,11
1983,2: Threats to biodiversity,overexploitation,12706096,11
1984,2: Threats to biodiversity,overexploitation,13379542,15
1985,2: Threats to biodiversity,overexploitation,14023196,17
1986,2: Threats to biodiversity,overexploitation,13255908,13
1987,2: Threats to biodiversity,overexploitation,14598709,20
1988,2: Threats to biodiversity,overexploitation,15573940,19
1989,2: Threats to biodiversity,overexploitation,15966033,17
1990,2: Threats to biodiversity,overexploitation,16534942,36
1991,2: Threats to biodiversity,overexploitation,17585954,31
1992,2: Threats to biodiversity,overexploitation,18582976,34
1993,2: Threats to biodiversity,overexploitation,19158560,46
1994,2: Threats to biodiversity,overexploitation,20273048,39
1995,2: Threats to biodiversity,overexploitation,21582533,62
1996,2: Threats to biodiversity,overexploitation,23433482,48
1997,2: Threats to biodiversity,overexploitation,24142578,32
1998,2: Threats to biodiversity,overexploitation,26454637,102
1999,2: Threats to biodiversity,overexploitation,26387547,61
2000,2: Threats to biodiversity,overexploitation,28146960,74
2001,2: Threats to biodiversity,overexploitation,30114953,57
2002,2: Threats to biodiversity,overexploitation,29304753,94
2003,2: Threats to biodiversity,overexploitation,30981377,114
2004,2: Threats to biodiversity,overexploitation,31953113,127
2005,2: Threats to biodiversity,overexploitation,34738168,139
2006,2: Threats to biodiversity,overexploitation,36837237,99
2007,2: Threats to biodiversity,overexploitation,36641945,92
2008,2: Threats to biodiversity,overexploitation,39330183,167
2009,2: Threats to biodiversity,overexploitation,40377665,139
2010,2: Threats to biodiversity,overexploitation,38030234,117
2011,2: Threats to biodiversity,overexploitation,39815988,126
1926,2: Threats to biodiversity,overpopulation,1904958,5
1927,2: Threats to biodiversity,overpopulation,1785362,1
1928,2: Threats to biodiversity,overpopulation,1938784,1
1931,2: Threats to biodiversity,overpopulation,2434124,1
1933,2: Threats to biodiversity,overpopulation,2136969,1
1934,2: Threats to biodiversity,overpopulation,2445175,2
1936,2: Threats to biodiversity,overpopulation,2751507,1
1938,2: Threats to biodiversity,overpopulation,2886297,2
1939,2: Threats to biodiversity,overpopulation,2840157,1
1941,2: Threats to biodiversity,overpopulation,2759525,1
1942,2: Threats to biodiversity,overpopulation,2730695,3
1944,2: Threats to biodiversity,overpopulation,2209069,4
1945,2: Threats to biodiversity,overpopulation,2185186,7
1946,2: Threats to biodiversity,overpopulation,2461581,4
1947,2: Threats to biodiversity,overpopulation,2615111,5
1948,2: Threats to biodiversity,overpopulation,2631628,4
1949,2: Threats to biodiversity,overpopulation,2804409,19
1950,2: Threats to biodiversity,overpopulation,3153253,1
1951,2: Threats to biodiversity,overpopulation,3011208,7
1952,2: Threats to biodiversity,overpopulation,3139138,8
1953,2: Threats to biodiversity,overpopulation,3184772,2
1954,2: Threats to biodiversity,overpopulation,3649078,5
1955,2: Threats to biodiversity,overpopulation,3555386,3
1956,2: Threats to biodiversity,overpopulation,3699565,3
1957,2: Threats to biodiversity,overpopulation,3689751,2
1960,2: Threats to biodiversity,overpopulation,3934513,6
1961,2: Threats to biodiversity,overpopulation,4042372,8
