year,panel,gram_canonical,total_words,total
1968,2: Scale without 'species',community,2817575,2147
1969,2: Scale without 'species',community,3165729,1423
1970,2: Scale without 'species',community,3398488,1761
1971,2: Scale without 'species',community,3876617,2208
1972,2: Scale without 'species',community,3861897,2329
1973,2: Scale without 'species',community,3944110,2958
1974,2: Scale without 'species',community,4327880,3105
1975,2: Scale without 'species',community,4926792,3227
1976,2: Scale without 'species',community,4851135,3904
1977,2: Scale without 'species',community,5986495,4694
1978,2: Scale without 'species',community,5653233,3959
1979,2: Scale without 'species',community,5693994,4833
1980,2: Scale without 'species',community,6331998,5461
1981,2: Scale without 'species',community,6748054,5911
1982,2: Scale without 'species',community,6661455,6005
1983,2: Scale without 'species',community,7131449,6603
1984,2: Scale without 'species',community,7405435,6271
1985,2: Scale without 'species',community,7790280,6647
1986,2: Scale without 'species',community,7205017,6660
1987,2: Scale without 'species',community,8232279,7552
1988,2: Scale without 'species',community,9127375,9094
1989,2: Scale without 'species',community,9187930,7354
1990,2: Scale without 'species',community,9827250,8937
1991,2: Scale without 'species',community,10692126,9406
1992,2: Scale without 'species',community,11532841,10923
1993,2: Scale without 'species',community,11863228,10226
1994,2: Scale without 'species',community,12424547,12029
1995,2: Scale without 'species',community,13968243,12850
1996,2: Scale without 'species',community,15100715,14781
1997,2: Scale without 'species',community,15395967,14262
1998,2: Scale without 'species',community,16912010,16475
1999,2: Scale without 'species',community,16924957,17582
2000,2: Scale without 'species',community,18064233,19735
2001,2: Scale without 'species',community,19322097,19895
2002,2: Scale without 'species',community,18790584,20988
2003,2: Scale without 'species',community,20408258,23512
2004,2: Scale without 'species',community,20858212,25556
2005,2: Scale without 'species',community,21777074,24539
2006,2: Scale without 'species',community,23460538,30562
2007,2: Scale without 'species',community,23407699,30019
2008,2: Scale without 'species',community,26392520,33468
2009,2: Scale without 'species',community,26767306,31621
2010,2: Scale without 'species',community,23931224,32211
2011,2: Scale without 'species',community,24867009,32766
1935,2: Scale without 'species',ecosystem,1180563,31
1936,2: Scale without 'species',ecosystem,1205270,2
1937,2: Scale without 'species',ecosystem,1333413,1
1939,2: Scale without 'species',ecosystem,977570,1
1942,2: Scale without 'species',ecosystem,923110,27
1944,2: Scale without 'species',ecosystem,802533,1
1945,2: Scale without 'species',ecosystem,695500,1
1946,2: Scale without 'species',ecosystem,906932,11
1947,2: Scale without 'species',ecosystem,1034692,3
1948,2: Scale without 'species',ecosystem,906817,6
1950,2: Scale without 'species',ecosystem,1257239,1
1951,2: Scale without 'species',ecosystem,1272147,24
1952,2: Scale without 'species',ecosystem,1338935,16
1953,2: Scale without 'species',ecosystem,1246757,15
1954,2: Scale without 'species',ecosystem,1348685,6
1955,2: Scale without 'species',ecosystem,1510331,9
1956,2: Scale without 'species',ecosystem,1486176,24
1957,2: Scale without 'species',ecosystem,1535449,45
1958,2: Scale without 'species',ecosystem,1709098,126
1959,2: Scale without 'species',ecosystem,1586959,80
1960,2: Scale without 'species',ecosystem,1782508,80
1961,2: Scale without 'species',ecosystem,1765657,122
1962,2: Scale without 'species',ecosystem,1753664,102
1963,2: Scale without 'species',ecosystem,1844840,242
1964,2: Scale without 'species',ecosystem,2285016,232
1965,2: Scale without 'species',ecosystem,2366519,201
1966,2: Scale without 'species',ecosystem,2646845,258
1967,2: Scale without 'species',ecosystem,2436421,528
1968,2: Scale without 'species',ecosystem,2817575,343
1969,2: Scale without 'species',ecosystem,3165729,449
1970,2: Scale without 'species',ecosystem,3398488,649
1971,2: Scale without 'species',ecosystem,3876617,793
1972,2: Scale without 'species',ecosystem,3861897,1100
1973,2: Scale without 'species',ecosystem,3944110,1192
1974,2: Scale without 'species',ecosystem,4327880,1293
1975,2: Scale without 'species',ecosystem,4926792,1631
1976,2: Scale without 'species',ecosystem,4851135,2180
1977,2: Scale without 'species',ecosystem,5986495,2100
1978,2: Scale without 'species',ecosystem,5653233,1970
1979,2: Scale without 'species',ecosystem,5693994,1833
1980,2: Scale without 'species',ecosystem,6331998,2348
1981,2: Scale without 'species',ecosystem,6748054,2197
1982,2: Scale without 'species',ecosystem,6661455,2921
1983,2: Scale without 'species',ecosystem,7131449,2367
1984,2: Scale without 'species',ecosystem,7405435,2498
1985,2: Scale without 'species',ecosystem,7790280,2473
1986,2: Scale without 'species',ecosystem,7205017,2272
1987,2: Scale without 'species',ecosystem,8232279,2540
1988,2: Scale without 'species',ecosystem,9127375,3686
1989,2: Scale without 'species',ecosystem,9187930,3546
1990,2: Scale without 'species',ecosystem,9827250,3905
1991,2: Scale without 'species',ecosystem,10692126,5288
1992,2: Scale without 'species',ecosystem,11532841,5608
1993,2: Scale without 'species',ecosystem,11863228,5290
1994,2: Scale without 'species',ecosystem,12424547,5767
1995,2: Scale without 'species',ecosystem,13968243,7943
1996,2: Scale without 'species',ecosystem,15100715,9018
1997,2: Scale without 'species',ecosystem,15395967,9775
1998,2: Scale without 'species',ecosystem,16912010,11929
1999,2: Scale without 'species',ecosystem,16924957,11901
2000,2: Scale without 'species',ecosystem,18064233,11931
2001,2: Scale without 'species',ecosystem,19322097,13262
2002,2: Scale without 'species',ecosystem,18790584,13979
2003,2: Scale without 'species',ecosystem,20408258,14938
2004,2: Scale without 'species',ecosystem,20858212,16851
2005,2: Scale without 'species',ecosystem,21777074,18558
2006,2: Scale without 'species',ecosystem,23460538,20069
2007,2: Scale without 'species',ecosystem,23407699,22016
2008,2: Scale without 'species',ecosystem,26392520,25344
2009,2: Scale without 'species',ecosystem,26767306,23556
2010,2: Scale without 'species',ecosystem,23931224,24603
2011,2: Scale without 'species',ecosystem,24867009,26676
1920,2: Scale without 'species',gene,630090,234
1921,2: Scale without 'species',gene,589125,116
1922,2: Scale without 'species',gene,536084,420
1923,2: Scale without 'species',gene,711435,128
1924,2: Scale without 'species',gene,684937,137
1925,2: Scale without 'species',gene,860483,127
1926,2: Scale without 'species',gene,824677,122
1927,2: Scale without 'species',gene,797713,128
1928,2: Scale without 'species',gene,889702,112
1929,2: Scale without 'species',gene,880254,293
1930,2: Scale without 'species',gene,940855,219
1931,2: Scale without 'species',gene,1279796,263
1932,2: Scale without 'species',gene,1186501,758
1933,2: Scale without 'species',gene,898679,370
1934,2: Scale without 'species',gene,1224182,577
1935,2: Scale without 'species',gene,1180563,685
1936,2: Scale without 'species',gene,1205270,762
1937,2: Scale without 'species',gene,1333413,487
1938,2: Scale without 'species',gene,1096306,529
1939,2: Scale without 'species',gene,977570,368
1940,2: Scale without 'species',gene,1030652,336
1941,2: Scale without 'species',gene,870866,319
1942,2: Scale without 'species',gene,923110,452
1943,2: Scale without 'species',gene,781624,423
1944,2: Scale without 'species',gene,802533,350
1945,2: Scale without 'species',gene,695500,510
1946,2: Scale without 'species',gene,906932,462
1947,2: Scale without 'species',gene,1034692,687
1948,2: Scale without 'species',gene,906817,430
1949,2: Scale without 'species',gene,949573,118
1950,2: Scale without 'species',gene,1257239,408
1951,2: Scale without 'species',gene,1272147,501
1952,2: Scale without 'species',gene,1338935,450
1953,2: Scale without 'species',gene,1246757,560
1954,2: Scale without 'species',gene,1348685,306
1955,2: Scale without 'species',gene,1510331,760
1956,2: Scale without 'species',gene,1486176,400
1957,2: Scale without 'species',gene,1535449,272
1958,2: Scale without 'species',gene,1709098,466
1959,2: Scale without 'species',gene,1586959,209
1960,2: Scale without 'species',gene,1782508,824
1961,2: Scale without 'species',gene,1765657,463
1962,2: Scale without 'species',gene,1753664,406
1963,2: Scale without 'species',gene,1844840,705
1964,2: Scale without 'species',gene,2285016,346
1965,2: Scale without 'species',gene,2366519,761
1966,2: Scale without 'species',gene,2646845,1413
1967,2: Scale without 'species',gene,2436421,619
1968,2: Scale without 'species',gene,2817575,742
1969,2: Scale without 'species',gene,3165729,969
1970,2: Scale without 'species',gene,3398488,1377
1971,2: Scale without 'species',gene,3876617,900
1972,2: Scale without 'species',gene,3861897,1296
1973,2: Scale without 'species',gene,3944110,899
1974,2: Scale without 'species',gene,4327880,886
1975,2: Scale without 'species',gene,4926792,1171
1976,2: Scale without 'species',gene,4851135,1838
1977,2: Scale without 'species',gene,5986495,1701
1978,2: Scale without 'species',gene,5653233,1760
1979,2: Scale without 'species',gene,5693994,1416
1980,2: Scale without 'species',gene,6331998,2299
1981,2: Scale without 'species',gene,6748054,2018
1982,2: Scale without 'species',gene,6661455,1718
1983,2: Scale without 'species',gene,7131449,1986
1984,2: Scale without 'species',gene,7405435,3737
1985,2: Scale without 'species',gene,7790280,2535
1986,2: Scale without 'species',gene,7205017,3913
1987,2: Scale without 'species',gene,8232279,3527
1988,2: Scale without 'species',gene,9127375,3823
1989,2: Scale without 'species',gene,9187930,2682
1990,2: Scale without 'species',gene,9827250,4409
1991,2: Scale without 'species',gene,10692126,3361
1992,2: Scale without 'species',gene,11532841,3756
1993,2: Scale without 'species',gene,11863228,5984
1994,2: Scale without 'species',gene,12424547,5476
1995,2: Scale without 'species',gene,13968243,6866
1996,2: Scale without 'species',gene,15100715,5972
1997,2: Scale without 'species',gene,15395967,6248
1998,2: Scale without 'species',gene,16912010,6993
1999,2: Scale without 'species',gene,16924957,7689
2000,2: Scale without 'species',gene,18064233,8173
2001,2: Scale without 'species',gene,19322097,9446
2002,2: Scale without 'species',gene,18790584,8570
2003,2: Scale without 'species',gene,20408258,11862
2004,2: Scale without 'species',gene,20858212,8473
2005,2: Scale without 'species',gene,21777074,9916
2006,2: Scale without 'species',gene,23460538,12609
2007,2: Scale without 'species',gene,23407699,11989
2008,2: Scale without 'species',gene,26392520,17378
2009,2: Scale without 'species',gene,26767306,17140
2010,2: Scale without 'species',gene,23931224,17994
2011,2: Scale without 'species',gene,24867009,16859
1921,2: Scale without 'species',landscape,589125,1
1922,2: Scale without 'species',landscape,536084,1
1923,2: Scale without 'species',landscape,711435,19
1924,2: Scale without 'species',landscape,684937,2
1925,2: Scale without 'species',landscape,860483,7
1926,2: Scale without 'species',landscape,824677,1
1927,2: Scale without 'species',landscape,797713,1
1928,2: Scale without 'species',landscape,889702,4
1929,2: Scale without 'species',landscape,880254,3
1930,2: Scale without 'species',landscape,940855,16
1931,2: Scale without 'species',landscape,1279796,10
1932,2: Scale without 'species',landscape,1186501,2
1933,2: Scale without 'species',landscape,898679,5
1934,2: Scale without 'species',landscape,1224182,33
1935,2: Scale without 'species',landscape,1180563,6
1936,2: Scale without 'species',landscape,1205270,5
1937,2: Scale without 'species',landscape,1333413,6
1938,2: Scale without 'species',landscape,1096306,5
1939,2: Scale without 'species',landscape,977570,12
1940,2: Scale without 'species',landscape,1030652,15
1941,2: Scale without 'species',landscape,870866,6
1942,2: Scale without 'species',landscape,923110,7
1943,2: Scale without 'species',landscape,781624,7
1944,2: Scale without 'species',landscape,802533,17
1945,2: Scale without 'species',landscape,695500,6
1946,2: Scale without 'species',landscape,906932,12
1947,2: Scale without 'species',landscape,1034692,4
1948,2: Scale without 'species',landscape,906817,16
1949,2: Scale without 'species',landscape,949573,2
1950,2: Scale without 'species',landscape,1257239,9
1951,2: Scale without 'species',landscape,1272147,42
1952,2: Scale without 'species',landscape,1338935,3
1953,2: Scale without 'species',landscape,1246757,52
1954,2: Scale without 'species',landscape,1348685,13
1955,2: Scale without 'species',landscape,1510331,4
1956,2: Scale without 'species',landscape,1486176,25
1957,2: Scale without 'species',landscape,1535449,22
1958,2: Scale without 'species',landscape,1709098,46
1959,2: Scale without 'species',landscape,1586959,13
1960,2: Scale without 'species',landscape,1782508,13
1961,2: Scale without 'species',landscape,1765657,15
1962,2: Scale without 'species',landscape,1753664,39
1963,2: Scale without 'species',landscape,1844840,19
1964,2: Scale without 'species',landscape,2285016,36
1965,2: Scale without 'species',landscape,2366519,107
1966,2: Scale without 'species',landscape,2646845,33
1967,2: Scale without 'species',landscape,2436421,38
1968,2: Scale without 'species',landscape,2817575,42
1969,2: Scale without 'species',landscape,3165729,82
1970,2: Scale without 'species',landscape,3398488,85
1971,2: Scale without 'species',landscape,3876617,63
1972,2: Scale without 'species',landscape,3861897,58
1973,2: Scale without 'species',landscape,3944110,124
1974,2: Scale without 'species',landscape,4327880,80
1975,2: Scale without 'species',landscape,4926792,221
1976,2: Scale without 'species',landscape,4851135,89
1977,2: Scale without 'species',landscape,5986495,202
1978,2: Scale without 'species',landscape,5653233,235
1979,2: Scale without 'species',landscape,5693994,275
1980,2: Scale without 'species',landscape,6331998,256
1981,2: Scale without 'species',landscape,6748054,258
1982,2: Scale without 'species',landscape,6661455,274
1983,2: Scale without 'species',landscape,7131449,244
1984,2: Scale without 'species',landscape,7405435,204
1985,2: Scale without 'species',landscape,7790280,473
1986,2: Scale without 'species',landscape,7205017,278
1987,2: Scale without 'species',landscape,8232279,595
1988,2: Scale without 'species',landscape,9127375,782
1989,2: Scale without 'species',landscape,9187930,1079
1990,2: Scale without 'species',landscape,9827250,927
1991,2: Scale without 'species',landscape,10692126,1390
1992,2: Scale without 'species',landscape,11532841,2317
1993,2: Scale without 'species',landscape,11863228,2260
1994,2: Scale without 'species',landscape,12424547,3194
1995,2: Scale without 'species',landscape,13968243,4439
1996,2: Scale without 'species',landscape,15100715,5123
1997,2: Scale without 'species',landscape,15395967,5661
1998,2: Scale without 'species',landscape,16912010,6501
1999,2: Scale without 'species',landscape,16924957,8158
2000,2: Scale without 'species',landscape,18064233,9052
2001,2: Scale without 'species',landscape,19322097,8742
2002,2: Scale without 'species',landscape,18790584,11246
2003,2: Scale without 'species',landscape,20408258,11463
2004,2: Scale without 'species',landscape,20858212,12017
2005,2: Scale without 'species',landscape,21777074,13772
2006,2: Scale without 'species',landscape,23460538,13925
2007,2: Scale without 'species',landscape,23407699,15610
2008,2: Scale without 'species',landscape,26392520,15391
2009,2: Scale without 'species',landscape,26767306,15470
2010,2: Scale without 'species',landscape,23931224,13519
2011,2: Scale without 'species',landscape,24867009,15339
1920,2: Scale without 'species',organism,630090,353
1921,2: Scale without 'species',organism,589125,395
1922,2: Scale without 'species',organism,536084,373
1923,2: Scale without 'species',organism,711435,345
1924,2: Scale without 'species',organism,684937,352
1925,2: Scale without 'species',organism,860483,436
1926,2: Scale without 'species',organism,824677,402
1927,2: Scale without 'species',organism,797713,288
1928,2: Scale without 'species',organism,889702,519
1929,2: Scale without 'species',organism,880254,366
1930,2: Scale without 'species',organism,940855,449
1931,2: Scale without 'species',organism,1279796,786
1932,2: Scale without 'species',organism,1186501,425
1933,2: Scale without 'species',organism,898679,457
1934,2: Scale without 'species',organism,1224182,639
1935,2: Scale without 'species',organism,1180563,668
1936,2: Scale without 'species',organism,1205270,564
1937,2: Scale without 'species',organism,1333413,542
1938,2: Scale without 'species',organism,1096306,350
1939,2: Scale without 'species',organism,977570,366
1940,2: Scale without 'species',organism,1030652,796
1941,2: Scale without 'species',organism,870866,344
1942,2: Scale without 'species',organism,923110,642
1943,2: Scale without 'species',organism,781624,306
1944,2: Scale without 'species',organism,802533,441
1945,2: Scale without 'species',organism,695500,343
1946,2: Scale without 'species',organism,906932,417
1947,2: Scale without 'species',organism,1034692,626
1948,2: Scale without 'species',organism,906817,451
1949,2: Scale without 'species',organism,949573,309
1950,2: Scale without 'species',organism,1257239,525
1951,2: Scale without 'species',organism,1272147,363
1952,2: Scale without 'species',organism,1338935,582
1953,2: Scale without 'species',organism,1246757,381
1954,2: Scale without 'species',organism,1348685,407
1955,2: Scale without 'species',organism,1510331,520
1956,2: Scale without 'species',organism,1486176,629
1957,2: Scale without 'species',organism,1535449,897
1958,2: Scale without 'species',organism,1709098,559
1959,2: Scale without 'species',organism,1586959,777
1960,2: Scale without 'species',organism,1782508,728
1961,2: Scale without 'species',organism,1765657,894
1962,2: Scale without 'species',organism,1753664,898
1963,2: Scale without 'species',organism,1844840,869
1964,2: Scale without 'species',organism,2285016,1111
1965,2: Scale without 'species',organism,2366519,890
1966,2: Scale without 'species',organism,2646845,1190
1967,2: Scale without 'species',organism,2436421,1085
1968,2: Scale without 'species',organism,2817575,1478
1969,2: Scale without 'species',organism,3165729,1187
1970,2: Scale without 'species',organism,3398488,1170
1971,2: Scale without 'species',organism,3876617,1511
1972,2: Scale without 'species',organism,3861897,1578
1973,2: Scale without 'species',organism,3944110,1406
1974,2: Scale without 'species',organism,4327880,1281
1975,2: Scale without 'species',organism,4926792,1510
1976,2: Scale without 'species',organism,4851135,1556
1977,2: Scale without 'species',organism,5986495,1954
1978,2: Scale without 'species',organism,5653233,1899
1979,2: Scale without 'species',organism,5693994,2047
1980,2: Scale without 'species',organism,6331998,1929
1981,2: Scale without 'species',organism,6748054,2048
1982,2: Scale without 'species',organism,6661455,2698
1983,2: Scale without 'species',organism,7131449,2312
1984,2: Scale without 'species',organism,7405435,2144
1985,2: Scale without 'species',organism,7790280,2532
1986,2: Scale without 'species',organism,7205017,2453
1987,2: Scale without 'species',organism,8232279,2193
1988,2: Scale without 'species',organism,9127375,2638
1989,2: Scale without 'species',organism,9187930,2474
1990,2: Scale without 'species',organism,9827250,2486
1991,2: Scale without 'species',organism,10692126,2616
1992,2: Scale without 'species',organism,11532841,2924
1993,2: Scale without 'species',organism,11863228,2990
1994,2: Scale without 'species',organism,12424547,3094
1995,2: Scale without 'species',organism,13968243,3517
1996,2: Scale without 'species',organism,15100715,4165
1997,2: Scale without 'species',organism,15395967,4448
1998,2: Scale without 'species',organism,16912010,3622
1999,2: Scale without 'species',organism,16924957,4570
2000,2: Scale without 'species',organism,18064233,4418
2001,2: Scale without 'species',organism,19322097,4792
2002,2: Scale without 'species',organism,18790584,4565
2003,2: Scale without 'species',organism,20408258,5264
2004,2: Scale without 'species',organism,20858212,5531
2005,2: Scale without 'species',organism,21777074,5551
2006,2: Scale without 'species',organism,23460538,6546
2007,2: Scale without 'species',organism,23407699,5896
2008,2: Scale without 'species',organism,26392520,6491
2009,2: Scale without 'species',organism,26767306,6701
2010,2: Scale without 'species',organism,23931224,6135
2011,2: Scale without 'species',organism,24867009,6100
1920,2: Scale without 'species',population,630090,28
1921,2: Scale without 'species',population,589125,77
1922,2: Scale without 'species',population,536084,158
1923,2: Scale without 'species',population,711435,85
1924,2: Scale without 'species',population,684937,75
1925,2: Scale without 'species',population,860483,43
1926,2: Scale without 'species',population,824677,87
1927,2: Scale without 'species',population,797713,213
1928,2: Scale without 'species',population,889702,157
1929,2: Scale without 'species',population,880254,146
1930,2: Scale without 'species',population,940855,233
1931,2: Scale without 'species',population,1279796,310
1932,2: Scale without 'species',population,1186501,710
1933,2: Scale without 'species',population,898679,302
1934,2: Scale without 'species',population,1224182,324
1935,2: Scale without 'species',population,1180563,360
1936,2: Scale without 'species',population,1205270,494
1937,2: Scale without 'species',population,1333413,867
1938,2: Scale without 'species',population,1096306,416
1939,2: Scale without 'species',population,977570,965
1940,2: Scale without 'species',population,1030652,605
1941,2: Scale without 'species',population,870866,866
1942,2: Scale without 'species',population,923110,665
1943,2: Scale without 'species',population,781624,1056
1944,2: Scale without 'species',population,802533,1010
1945,2: Scale without 'species',population,695500,936
1946,2: Scale without 'species',population,906932,1198
1947,2: Scale without 'species',population,1034692,813
1948,2: Scale without 'species',population,906817,1066
1949,2: Scale without 'species',population,949573,1008
1950,2: Scale without 'species',population,1257239,2055
1951,2: Scale without 'species',population,1272147,2275
1952,2: Scale without 'species',population,1338935,1636
1953,2: Scale without 'species',population,1246757,2158
1954,2: Scale without 'species',population,1348685,2216
1955,2: Scale without 'species',population,1510331,2404
1956,2: Scale without 'species',population,1486176,2261
1957,2: Scale without 'species',population,1535449,1819
1958,2: Scale without 'species',population,1709098,2450
1959,2: Scale without 'species',population,1586959,2147
1960,2: Scale without 'species',population,1782508,3630
1961,2: Scale without 'species',population,1765657,3632
1962,2: Scale without 'species',population,1753664,2728
1963,2: Scale without 'species',population,1844840,3973
1964,2: Scale without 'species',population,2285016,3398
1965,2: Scale without 'species',population,2366519,4458
1966,2: Scale without 'species',population,2646845,6349
1967,2: Scale without 'species',population,2436421,5374
1968,2: Scale without 'species',population,2817575,5291
1969,2: Scale without 'species',population,3165729,6083
1970,2: Scale without 'species',population,3398488,7766
1971,2: Scale without 'species',population,3876617,8909
1972,2: Scale without 'species',population,3861897,8930
1973,2: Scale without 'species',population,3944110,8995
1974,2: Scale without 'species',population,4327880,10558
1975,2: Scale without 'species',population,4926792,10640
1976,2: Scale without 'species',population,4851135,10526
1977,2: Scale without 'species',population,5986495,12022
1978,2: Scale without 'species',population,5653233,12430
1979,2: Scale without 'species',population,5693994,14741
1980,2: Scale without 'species',population,6331998,14180
1981,2: Scale without 'species',population,6748054,14986
1982,2: Scale without 'species',population,6661455,13989
1983,2: Scale without 'species',population,7131449,15362
1984,2: Scale without 'species',population,7405435,16995
1985,2: Scale without 'species',population,7790280,17112
1986,2: Scale without 'species',population,7205017,17866
1987,2: Scale without 'species',population,8232279,21613
1988,2: Scale without 'species',population,9127375,21311
1989,2: Scale without 'species',population,9187930,20557
1990,2: Scale without 'species',population,9827250,21810
1991,2: Scale without 'species',population,10692126,24632
1992,2: Scale without 'species',population,11532841,28234
1993,2: Scale without 'species',population,11863228,28485
1994,2: Scale without 'species',population,12424547,33718
1995,2: Scale without 'species',population,13968243,37207
1996,2: Scale without 'species',population,15100715,43132
1997,2: Scale without 'species',population,15395967,39251
1998,2: Scale without 'species',population,16912010,42699
1999,2: Scale without 'species',population,16924957,41612
2000,2: Scale without 'species',population,18064233,49065
2001,2: Scale without 'species',population,19322097,45892
2002,2: Scale without 'species',population,18790584,53959
2003,2: Scale without 'species',population,20408258,49714
2004,2: Scale without 'species',population,20858212,52041
2005,2: Scale without 'species',population,21777074,56915
2006,2: Scale without 'species',population,23460538,56566
2007,2: Scale without 'species',population,23407699,62404
2008,2: Scale without 'species',population,26392520,63240
2009,2: Scale without 'species',population,26767306,67050
2010,2: Scale without 'species',population,23931224,59762
2011,2: Scale without 'species',population,24867009,59466
1924,3: Species interactions,commensalism,684937,1
1927,3: Species interactions,commensalism,797713,1
1930,3: Species interactions,commensalism,940855,1
1933,3: Species interactions,commensalism,898679,2
1935,3: Species interactions,commensalism,1180563,4
1936,3: Species interactions,commensalism,1205270,1
1939,3: Species interactions,commensalism,977570,9
1942,3: Species interactions,commensalism,923110,3
1943,3: Species interactions,commensalism,781624,3
1945,3: Species interactions,commensalism,695500,1
1947,3: Species interactions,commensalism,1034692,1
1949,3: Species interactions,commensalism,949573,2
1950,3: Species interactions,commensalism,1257239,7
1951,3: Species interactions,commensalism,1272147,9
1952,3: Species interactions,commensalism,1338935,1
1953,3: Species interactions,commensalism,1246757,3
1954,3: Species interactions,commensalism,1348685,2
1955,3: Species interactions,commensalism,1510331,1
1957,3: Species interactions,commensalism,1535449,7
1958,3: Species interactions,commensalism,1709098,3
1961,3: Species interactions,commensalism,1765657,3
1962,3: Species interactions,commensalism,1753664,6
1963,3: Species interactions,commensalism,1844840,1
1965,3: Species interactions,commensalism,2366519,1
1966,3: Species interactions,commensalism,2646845,8
1968,3: Species interactions,commensalism,2817575,3
1969,3: Species interactions,commensalism,3165729,15
1971,3: Species interactions,commensalism,3876617,3
1972,3: Species interactions,commensalism,3861897,2
1973,3: Species interactions,commensalism,3944110,5
1974,3: Species interactions,commensalism,4327880,5
1975,3: Species interactions,commensalism,4926792,6
1976,3: Species interactions,commensalism,4851135,4
1977,3: Species interactions,commensalism,5986495,6
1978,3: Species interactions,commensalism,5653233,8
1979,3: Species interactions,commensalism,5693994,14
1980,3: Species interactions,commensalism,6331998,9
1981,3: Species interactions,commensalism,6748054,3
1982,3: Species interactions,commensalism,6661455,7
1983,3: Species interactions,commensalism,7131449,4
1984,3: Species interactions,commensalism,7405435,15
1985,3: Species interactions,commensalism,7790280,14
1986,3: Species interactions,commensalism,7205017,17
1987,3: Species interactions,commensalism,8232279,16
1988,3: Species interactions,commensalism,9127375,13
1989,3: Species interactions,commensalism,9187930,15
1990,3: Species interactions,commensalism,9827250,10
1991,3: Species interactions,commensalism,10692126,11
1992,3: Species interactions,commensalism,11532841,8
1993,3: Species interactions,commensalism,11863228,30
1994,3: Species interactions,commensalism,12424547,23
1995,3: Species interactions,commensalism,13968243,18
1996,3: Species interactions,commensalism,15100715,12
1997,3: Species interactions,commensalism,15395967,28
1998,3: Species interactions,commensalism,16912010,13
1999,3: Species interactions,commensalism,16924957,21
2000,3: Species interactions,commensalism,18064233,12
2001,3: Species interactions,commensalism,19322097,10
2002,3: Species interactions,commensalism,18790584,15
2003,3: Species interactions,commensalism,20408258,10
2004,3: Species interactions,commensalism,20858212,9
2005,3: Species interactions,commensalism,21777074,10
2006,3: Species interactions,commensalism,23460538,20
2007,3: Species interactions,commensalism,23407699,9
2008,3: Species interactions,commensalism,26392520,25
2009,3: Species interactions,commensalism,26767306,38
2010,3: Species interactions,commensalism,23931224,15
2011,3: Species interactions,commensalism,24867009,24
1920,3: Species interactions,competition,630090,13
1921,3: Species interactions,competition,589125,5
1922,3: Species interactions,competition,536084,14
1923,3: Species interactions,competition,711435,11
1924,3: Species interactions,competition,684937,19
1925,3: Species interactions,competition,860483,32
1926,3: Species interactions,competition,824677,23
1927,3: Species interactions,competition,797713,14
1928,3: Species interactions,competition,889702,30
1929,3: Species interactions,competition,880254,36
1930,3: Species interactions,competition,940855,56
1931,3: Species interactions,competition,1279796,84
1932,3: Species interactions,competition,1186501,34
1933,3: Species interactions,competition,898679,46
1934,3: Species interactions,competition,1224182,81
1935,3: Species interactions,competition,1180563,139
1936,3: Species interactions,competition,1205270,150
1937,3: Species interactions,competition,1333413,99
1938,3: Species interactions,competition,1096306,96
1939,3: Species interactions,competition,977570,29
1940,3: Species interactions,competition,1030652,79
1941,3: Species interactions,competition,870866,121
1942,3: Species interactions,competition,923110,120
1943,3: Species interactions,competition,781624,81
1944,3: Species interactions,competition,802533,90
1945,3: Species interactions,competition,695500,161
1946,3: Species interactions,competition,906932,200
1947,3: Species interactions,competition,1034692,162
1948,3: Species interactions,competition,906817,162
1949,3: Species interactions,competition,949573,153
1950,3: Species interactions,competition,1257239,507
1951,3: Species interactions,competition,1272147,336
1952,3: Species interactions,competition,1338935,185
1953,3: Species interactions,competition,1246757,168
1954,3: Species interactions,competition,1348685,175
1955,3: Species interactions,competition,1510331,252
1956,3: Species interactions,competition,1486176,190
1957,3: Species interactions,competition,1535449,235
1958,3: Species interactions,competition,1709098,236
1959,3: Species interactions,competition,1586959,184
1960,3: Species interactions,competition,1782508,313
1961,3: Species interactions,competition,1765657,331
1962,3: Species interactions,competition,1753664,246
1963,3: Species interactions,competition,1844840,338
1964,3: Species interactions,competition,2285016,398
1965,3: Species interactions,competition,2366519,392
1966,3: Species interactions,competition,2646845,611
1967,3: Species interactions,competition,2436421,609
1968,3: Species interactions,competition,2817575,507
1969,3: Species interactions,competition,3165729,545
1970,3: Species interactions,competition,3398488,887
1971,3: Species interactions,competition,3876617,1082
1972,3: Species interactions,competition,3861897,1202
1973,3: Species interactions,competition,3944110,1068
1974,3: Species interactions,competition,4327880,1597
1975,3: Species interactions,competition,4926792,1644
1976,3: Species interactions,competition,4851135,1646
1977,3: Species interactions,competition,5986495,2163
1978,3: Species interactions,competition,5653233,2231
1979,3: Species interactions,competition,5693994,2501
1980,3: Species interactions,competition,6331998,3477
1981,3: Species interactions,competition,6748054,3472
1982,3: Species interactions,competition,6661455,3319
1983,3: Species interactions,competition,7131449,4216
1984,3: Species interactions,competition,7405435,3772
1985,3: Species interactions,competition,7790280,4488
1986,3: Species interactions,competition,7205017,5103
1987,3: Species interactions,competition,8232279,4955
1988,3: Species interactions,competition,9127375,4930
1989,3: Species interactions,competition,9187930,4643
1990,3: Species interactions,competition,9827250,5248
1991,3: Species interactions,competition,10692126,5984
1992,3: Species interactions,competition,11532841,5127
1993,3: Species interactions,competition,11863228,5886
1994,3: Species interactions,competition,12424547,6482
1995,3: Species interactions,competition,13968243,6319
